Gene,Average_Score,Classification,Cortex,Striatum,hiPSC,Fetal,SynGO,GO Synapse,SynDB,SynSysNet
SPSB3,4.248375938327178,Negative,0,0,0,0,0,0,0,0
SPSB4,4.353624021531666,Negative,0,0,0,0,0,0,0,0
SPTA1,4.9867248464664975,EnSig,1,0,1,1,0,0,0,0
SPTAN1,5.350520375867332,EnSig,1,1,1,1,1,0,1,1
SPTB,4.516327047521035,Negative,1,1,0,0,1,0,1,1
SPTBN4,4.782322727412249,EnSig,0,0,0,1,0,0,1,0
SPTBN5,5.0271556286632855,EnSig,0,0,0,0,0,0,0,0
SPTLC1,4.508844572580999,Negative,0,0,1,0,0,0,0,0
SPTLC2,4.674724212106501,EnSig,0,0,1,0,0,0,0,0
SPTY2D1,4.463059340142499,Negative,0,0,0,0,0,0,0,0
SQLE,4.186495548911443,Negative,0,0,1,0,0,0,0,0
SQSTM1,4.561196187830166,Negative,0,0,1,0,0,0,0,0
SRA1,4.233322191904389,Negative,0,0,0,0,0,0,0,0
SRC,4.337587899186843,Negative,1,0,1,1,1,1,1,0
SRCAP,4.828459053649999,EnSig,0,0,0,0,0,0,0,0
SREBF1,4.269473367495248,Negative,0,0,0,0,0,0,0,0
SREBF2,4.472916675012333,Negative,0,0,0,0,0,0,0,0
SREK1,4.0326399819901235,Negative,0,0,0,0,0,0,0,0
SRF,4.470419954861333,Negative,0,0,0,0,0,0,0,0
SRFBP1,4.410611338494749,Negative,0,0,0,0,0,0,0,0
SRGAP1,4.515910966415749,Negative,0,0,1,1,0,0,0,0
SRGAP3,4.373175248942151,Negative,1,1,1,1,0,0,1,0
SRI,4.392743136996167,Negative,0,0,1,0,0,1,1,0
SRL,4.356576103938666,Negative,0,0,0,0,0,0,0,0
SRM,4.500345345623903,Negative,0,0,1,1,0,0,0,0
SRMS,4.316647963639,Negative,0,0,0,0,0,0,0,0
SRP14,4.690433195018,EnSig,1,0,1,1,0,0,0,0
SRP19,4.069901685451333,Negative,0,0,0,0,0,0,0,0
SRP54,4.363379457410333,Negative,1,0,1,0,0,0,0,0
SRP68,4.300008047929167,Negative,1,0,1,0,0,0,0,0
SRP72,4.428817248968416,Negative,0,0,1,0,0,0,0,0
SRP9,4.615367815773075,Negative,0,0,0,0,0,0,0,0
SRPK1,4.114939458593041,Negative,0,0,0,0,0,0,0,0
SRPK2,4.145331208115832,Negative,1,1,1,1,0,0,1,0
SRPK3,4.2986137707672505,Negative,0,0,0,0,0,0,0,0
SRPRB,4.258160285814333,Negative,1,1,1,0,0,0,1,0
SRR,4.219149995595666,Negative,1,0,1,0,0,0,1,0
SRRM1,4.524907685626,Negative,1,0,0,0,0,0,0,0
SRRM2,4.822272143724999,EnSig,1,0,0,0,0,0,0,0
SRRM4,4.7278090483536666,EnSig,0,0,0,0,0,0,0,0
SRRT,4.133399453977709,Negative,1,0,1,0,0,0,0,0
SRSF1,4.4198706288831415,Negative,0,0,1,1,0,0,0,0
SRSF10,4.045904688821741,Negative,0,0,0,1,0,0,0,0
SRSF11,3.9982802956221146,Negative,0,0,0,0,0,0,0,0
SRSF12,4.492911525755999,Negative,0,0,0,0,0,0,0,0
SRSF2,4.203061462588976,Negative,1,0,1,0,0,0,0,0
SRSF3,4.351670708819536,Negative,1,1,0,0,0,0,0,0
SRSF4,4.511765863122832,Negative,0,0,0,1,0,0,0,0
SRSF5,4.104295561587667,Negative,0,0,0,0,0,0,0,0
SRSF6,4.400857471686833,Negative,0,0,0,0,0,0,0,0
SRSF7,4.2530171248710005,Negative,0,0,1,1,0,0,0,0
SRSF9,4.5978736382574175,Negative,0,0,0,1,0,0,0,0
SRXN1,4.171966439689873,Negative,0,0,0,0,0,0,0,0
SS18L2,4.528865699758953,Negative,0,0,0,0,0,0,0,0
SSB,4.433751687958,Negative,1,0,1,1,0,0,0,0
SSBP1,4.6458139064660005,Negative,1,1,1,1,0,0,1,0
SSBP2,4.0921599147851655,Negative,0,0,0,0,0,0,0,0
SSBP3,4.133357351752166,Negative,0,0,0,0,0,0,0,0
SSBP4,4.322826584628583,Negative,0,0,0,0,0,0,0,0
SSC5D,4.582496591485083,Negative,0,0,0,0,0,0,0,0
SSH1,4.133246996758249,Negative,0,0,1,0,0,0,0,0
SSH2,4.181097457707678,Negative,0,0,1,0,0,0,0,0
SSH3,4.223532400248834,Negative,0,0,0,0,0,0,0,0
SSR1,4.224713528064666,Negative,0,0,1,0,0,0,1,0
SSR2,4.628443624478,Negative,0,0,0,0,0,0,0,0
SSR3,4.0896353082880585,Negative,1,0,0,0,0,0,0,0
SSRP1,4.759017682350449,EnSig,0,0,1,1,0,0,0,0
SSTR1,4.145877330018428,Negative,0,0,0,0,0,0,0,0
SSTR4,4.596668799218,Negative,0,0,0,0,0,0,0,0
SSTR5,4.551709069241664,Negative,0,0,0,0,0,0,0,0
SSU72,4.447574320643667,Negative,0,0,0,0,0,0,0,0
SSX1,4.296430649546692,Negative,0,0,0,0,0,0,0,0
SSX2IP,4.246892949534035,Negative,0,0,0,0,0,0,0,0
SSX3,4.7427678930417505,EnSig,0,0,0,0,0,0,0,0
SSX7,4.331804984804095,Negative,0,0,0,0,0,0,0,0
ST13,4.137247171996547,Negative,0,0,1,1,0,0,0,0
ST3GAL3,5.349945722074499,EnSig,0,0,0,0,0,0,0,0
ST3GAL4,4.506110953592834,Negative,0,0,0,0,0,0,0,0
ST6GAL1,4.431241033451166,Negative,0,0,0,0,0,0,0,0
ST6GAL2,4.6234793305511115,Negative,0,0,0,0,0,0,0,0
ST6GALNAC1,4.213012140816,Negative,0,0,0,0,0,0,0,0
ST6GALNAC2,4.455494865596737,Negative,0,0,0,0,0,0,0,0
ST6GALNAC4,4.606096005786833,Negative,0,0,0,0,0,0,0,0
ST6GALNAC5,4.5224883425938325,Negative,0,0,0,0,0,0,0,0
ST6GALNAC6,4.520997924466833,Negative,0,0,0,0,0,0,0,0
ST8SIA3,4.48459260248425,Negative,0,0,0,0,0,0,0,0
ST8SIA4,4.641093232379166,Negative,0,0,0,0,0,0,0,0
STAB2,4.517095141544021,Negative,0,0,0,0,0,0,0,0
STAC,4.4380158178430005,Negative,0,0,0,0,0,0,0,0
STAC2,4.5444651607873325,Negative,0,0,0,0,0,0,0,0
STAC3,4.467230965237055,Negative,0,0,0,0,0,0,0,0
STAG1,4.729475465066499,EnSig,0,0,0,0,0,0,0,0
STAG2,4.6246838903135,Negative,0,0,0,0,0,0,0,0
STAG3,4.410132191692666,Negative,0,0,0,0,0,0,0,0
STAM,4.6474403037205,Negative,0,0,1,0,0,0,0,0
STAM2,4.419811977036333,Negative,1,0,1,0,0,0,0,0
STAMBP,4.2724792754347485,Negative,0,0,1,0,0,0,0,0
STAMBPL1,4.347350408180583,Negative,0,0,1,0,0,0,0,0
STAP1,4.354811717204584,Negative,0,0,0,0,0,0,0,0
STAR,4.394319283139082,Negative,0,0,0,0,0,0,0,0
STARD10,4.2503807988715,Negative,0,0,0,0,0,0,0,0
STARD13,4.329995120124666,Negative,0,0,0,0,0,0,0,0
STARD3,4.3547194379835,Negative,0,0,0,0,0,0,0,0
STARD3NL,4.4250756101505,Negative,0,0,0,0,0,0,0,0
STARD4,4.333075005234666,Negative,0,0,0,0,0,0,0,0
STARD7,4.283890197285111,Negative,0,0,1,0,0,0,0,0
STARD8,4.442691076221166,Negative,0,0,0,0,0,0,0,0
STARD9,4.8876421621625,EnSig,0,0,0,0,0,0,0,0
STAT1,4.611828532806151,Negative,0,0,1,0,0,0,1,0
STAT2,4.338071244967596,Negative,0,0,1,0,0,0,0,0
STAT3,4.53227316522125,Negative,1,0,1,0,1,1,0,0
STAT4,4.487385655749666,Negative,0,0,1,0,0,0,0,0
STAT5A,4.360211500790749,Negative,0,0,0,0,0,0,0,0
STAT5B,4.592766724594833,Negative,0,0,0,0,0,0,0,0
STAT6,4.753216826652749,EnSig,0,0,0,0,0,0,0,0
STAU1,4.202214164776,Negative,0,0,1,1,1,1,0,0
STAU2,4.228385822562165,Negative,0,0,1,1,1,0,0,0
STC1,4.160726865391611,Negative,0,0,0,0,0,0,1,0
STC2,4.5482584585135,Negative,0,0,0,0,0,0,0,0
STEAP1,4.46863413215675,Negative,0,0,0,0,0,0,0,0
STEAP2,4.308460444255498,Negative,0,0,0,0,0,0,0,0
STEAP3,4.20417161657075,Negative,0,0,0,0,0,0,0,0
STEAP4,4.196478660681952,Negative,0,0,0,0,0,0,0,0
STIL,4.239372159139196,Negative,0,0,0,0,0,0,0,0
STIM1,4.214153434477499,Negative,1,1,1,0,0,0,0,0
STIM2,4.183828911125167,Negative,1,1,0,0,0,0,0,0
STIP1,4.720645129318999,EnSig,1,1,1,1,0,0,1,1
STK10,4.134466025404748,Negative,0,0,0,0,0,0,0,0
STK11,4.063862091938693,Negative,0,0,0,0,0,0,0,0
STK11IP,4.1115468096536665,Negative,0,0,0,0,0,0,0,0
STK16,4.283401209328889,Negative,0,0,0,0,0,0,0,0
STK17A,4.3382240396399165,Negative,0,0,0,1,0,0,0,0
STK17B,4.701739005694389,EnSig,0,0,0,0,0,0,0,0
STK19,4.380985973383,Negative,0,0,0,0,0,0,0,0
STK24,4.552443417625833,Negative,0,0,1,0,0,0,0,0
STK25,4.270942372552415,Negative,1,0,1,0,0,0,0,0
STK3,4.5513628805035005,Negative,0,0,0,0,0,0,0,0
STK31,4.5127739913087375,Negative,0,0,0,0,0,0,0,0
STK32A,4.415384932305,Negative,0,0,0,0,0,0,0,0
STK33,4.586902716001833,Negative,0,0,0,0,0,0,0,0
STK35,4.460125245465,Negative,0,0,0,0,0,0,0,0
STK36,4.095218274172499,Negative,0,0,0,0,0,0,0,0
STK38,4.362740952198333,Negative,0,0,1,0,0,0,0,0
STK38L,4.4394888112213335,Negative,0,0,0,0,0,0,1,0
STK39,4.509879803994499,Negative,1,1,1,0,0,0,1,0
STK4,4.4406297066309985,Negative,0,0,1,0,0,0,0,0
STK40,4.4769978069945005,Negative,0,0,0,0,0,0,0,0
STMN1,4.291631269726416,Negative,1,0,1,1,0,0,0,1
STMN2,4.888440076885999,EnSig,1,0,1,1,0,0,0,0
STMN3,4.697268157701333,EnSig,1,0,0,0,0,0,0,0
STMN4,4.578004972671582,Negative,1,0,0,0,0,0,0,0
STOM,4.705670305421,EnSig,0,0,1,0,0,0,1,0
STOML1,4.1479816768707485,Negative,0,0,0,0,0,0,0,0
STOML2,4.512948912664071,Negative,1,1,1,1,0,0,1,0
STOML3,4.892717240671713,EnSig,0,0,0,0,0,0,0,0
STON1,4.402316290423656,Negative,0,0,0,0,0,0,0,0
STON2,4.1454479690818795,Negative,0,0,1,0,1,1,1,0
STOX1,4.357616007713276,Negative,0,0,0,0,0,0,0,0
STRA6,4.339056466946333,Negative,0,0,0,0,0,0,0,0
STRADA,4.749685111108499,EnSig,0,0,0,0,0,0,0,0
STRADB,4.4197950807525,Negative,0,0,0,0,0,0,0,0
STRAP,4.670220720875166,EnSig,0,0,1,1,0,0,1,0
STRBP,4.067513181476167,Negative,0,0,1,1,0,0,0,0
STRIP1,4.13419782704975,Negative,0,0,1,1,0,0,0,0
STRIP2,4.2387257333756185,Negative,0,0,0,0,0,0,0,0
STRN,4.631945561734,Negative,1,1,1,0,0,1,1,0
STRN3,4.201397528057166,Negative,1,1,1,1,0,0,0,0
STRN4,4.2901707212826095,Negative,1,1,1,1,0,1,0,0
STT3A,3.8934604368246655,Negative,0,0,1,0,0,0,0,0
STT3B,4.4921048696755,Negative,1,0,1,0,0,0,0,0
STUB1,4.0583780291155,Negative,1,1,1,1,0,0,1,0
STX10,4.387765851455,Negative,0,0,0,0,0,1,0,0
STX11,4.356207128963502,Negative,0,0,0,0,0,1,0,0
STX12,4.643618552716999,Negative,1,1,1,0,1,1,1,1
STX16,4.2799509414445005,Negative,1,0,0,0,1,1,1,1
STX18,4.2422092461558325,Negative,1,0,1,0,0,0,0,0
STX19,4.073754584904762,Negative,0,0,0,0,0,1,0,0
STX2,4.565734239255168,Negative,0,0,0,0,1,1,0,1
STX3,4.163136003158143,Negative,0,0,0,0,1,1,0,1
STX5,4.2632956666225,Negative,1,0,0,0,0,0,0,1
STX8,4.239021347555458,Negative,1,0,1,0,0,0,0,1
STXBP2,4.347558866913166,Negative,1,1,0,0,0,0,1,1
STXBP4,4.160722582083917,Negative,0,0,0,0,1,0,0,1
STXBP5L,4.853871734532999,EnSig,1,0,0,0,1,1,0,1
STXBP6,4.347618136707749,Negative,0,0,0,0,0,0,1,1
STYK1,4.4086098332515,Negative,0,0,0,0,0,0,0,0
STYXL1,4.138702952312417,Negative,0,0,1,0,0,0,0,0
SUB1,4.130247900255539,Negative,1,0,0,0,0,0,0,0
SUCLA2,4.541011718503403,Negative,1,1,1,1,0,0,1,0
SUCLG1,4.318598695744998,Negative,1,1,1,0,0,0,1,0
SUCLG2,4.302089757478666,Negative,0,0,0,0,0,0,0,0
SUCO,4.065432717821833,Negative,0,0,0,0,0,0,0,0
SUDS3,4.579657793468001,Negative,0,0,0,0,0,0,0,0
SUFU,4.270261475003498,Negative,0,0,0,0,0,0,0,0
SUGP2,4.042033703303499,Negative,0,0,1,1,0,0,0,0
SUGT1,4.827488381732428,EnSig,0,0,1,1,0,0,0,0
SULF1,4.153701332743998,Negative,0,0,0,0,0,0,0,0
SULF2,4.272315328314666,Negative,0,0,1,0,0,0,0,0
SULT1A1,4.51844628965275,Negative,0,0,0,0,0,0,0,0
SULT1A2,4.2165885252705,Negative,0,0,0,0,0,0,0,0
SULT1A3,4.154998163470165,Negative,0,0,0,0,0,0,0,0
SULT1A4,4.5345958634962615,Negative,0,0,0,0,0,0,0,0
SULT1B1,4.631940602101999,Negative,0,0,0,0,0,0,0,0
SULT1C2,4.318332196843248,Negative,0,0,0,0,0,0,0,0
SULT1C3,2.905692972742333,Negative,0,0,0,0,0,0,0,0
SULT2A1,4.392481425753334,Negative,0,0,0,0,0,0,0,0
SULT2B1,4.450383768486572,Negative,0,0,0,0,0,0,0,0
SULT4A1,4.6517417476736656,Negative,1,1,1,0,0,0,0,0
SUMF1,4.583919765213,Negative,0,0,0,0,0,0,0,0
SUMF2,4.544242990259167,Negative,0,0,1,0,0,0,0,0
SUMO1,4.823018837288999,EnSig,0,0,0,0,0,1,0,0
SUMO2,4.217873338935998,Negative,0,0,1,1,0,0,0,0
SUMO3,4.448886286709667,Negative,1,0,0,0,0,0,0,0
SUMO4,3.9390081363291114,Negative,0,0,0,0,0,0,0,0
SUN1,4.2466135447968325,Negative,0,0,0,0,0,0,0,0
SUN2,4.410935518500833,Negative,0,0,1,0,0,0,0,0
SUN5,2.5383129780491664,Negative,0,0,0,0,0,0,0,0
SUOX,4.179375238312166,Negative,0,0,0,0,0,0,0,0
SUPT16H,4.786305082049833,EnSig,0,0,1,1,0,0,0,0
SUPT20H,4.109480035395782,Negative,0,0,0,0,0,0,0,0
SUPT3H,4.539629370915249,Negative,0,0,0,0,0,0,0,0
SUPT4H1,4.255228242634832,Negative,0,0,0,0,0,0,0,0
SUPT5H,4.3785217489946655,Negative,0,0,1,0,0,0,0,0
SUPT6H,4.915523415135214,EnSig,0,0,0,0,0,0,0,0
SUPT7L,3.953192921759333,Negative,0,0,0,0,0,0,0,0
SUPV3L1,4.520481426618333,Negative,1,0,1,0,0,0,0,0
SURF2,4.676989104352833,EnSig,0,0,0,0,0,0,0,0
SURF4,4.5264766942298325,Negative,0,0,1,0,0,0,0,0
SUSD3,4.332458289020785,Negative,0,0,0,0,0,0,0,0
SUV39H1,4.436894672246406,Negative,0,0,0,0,0,0,0,0
SUV39H2,4.275804204087,Negative,0,0,0,0,0,0,0,0
SUZ12,4.39001417516125,Negative,0,0,0,0,0,0,0,0
SV2C,4.626776389239304,Negative,0,0,0,0,1,1,1,1
SVEP1,4.7779592515395,EnSig,0,0,0,0,0,0,0,0
SVIL,5.011740433500023,EnSig,0,0,1,0,0,0,0,0
SVIP,4.420275001319222,Negative,1,0,0,0,0,0,0,0
SWAP70,4.549283858321666,Negative,0,0,0,0,0,0,0,0
SWI5,4.7866780078136655,EnSig,0,0,0,0,0,0,0,0
SWT1,4.406453454358999,Negative,0,0,0,0,0,0,0,0
SYAP1,4.5617693610988335,Negative,0,0,0,0,0,1,0,0
SYBU,4.865590635658749,EnSig,1,1,0,1,0,0,1,0
SYCE1,4.1923976455981675,Negative,0,0,0,0,0,0,0,0
SYCE3,4.542770421398,Negative,0,0,0,0,0,0,0,0
SYCP1,4.3951823904105005,Negative,0,0,0,1,0,0,1,0
SYCP2,4.267407370896999,Negative,0,0,0,0,0,0,0,0
SYCP2L,4.343613199398656,Negative,0,0,0,0,0,0,0,0
SYDE1,4.487075082410667,Negative,0,0,0,0,1,0,0,0
SYDE2,3.707690972965624,Negative,0,0,0,0,1,0,0,0
SYF2,4.386208724012083,Negative,0,0,0,0,0,0,0,0
SYK,4.297771393549416,Negative,0,0,0,0,0,0,0,0
SYMPK,4.2379618785321655,Negative,0,0,1,0,0,0,0,0
SYN3,4.634456307799999,Negative,1,1,1,1,1,1,1,1
SYNC,4.3201998326678455,Negative,0,0,0,0,0,1,0,0
SYNCRIP,4.187442267940214,Negative,1,1,1,1,0,0,1,0
SYNDIG1,4.6205809433028335,Negative,0,0,0,0,0,1,0,0
SYNE1,4.841503075177999,EnSig,1,0,1,0,1,1,1,0
SYNE2,4.869855893453448,EnSig,0,0,0,1,0,0,0,0
SYNE4,4.410060914413777,Negative,0,0,0,0,0,0,0,0
SYNGAP1,4.228464725373167,Negative,1,1,1,1,1,1,1,0
SYNJ2BP,4.7709772001262785,EnSig,1,0,0,0,0,1,0,0
SYNM,4.299563366642285,Negative,0,0,1,1,0,0,1,0
SYNPO2,4.603663067283079,Negative,0,0,0,0,0,0,0,0
SYNPO2L,4.398818810717555,Negative,0,0,0,0,0,0,0,0
SYT10,4.389327607667,Negative,0,0,1,0,1,1,0,0
SYT11,4.679744875446083,EnSig,1,0,1,1,1,1,0,0
SYT13,4.6151869479351655,Negative,0,0,1,0,0,0,0,0
SYT17,4.298441536846809,Negative,1,0,0,0,0,1,1,0
SYT3,4.526136294876999,Negative,1,0,1,0,1,0,0,1
SYT4,4.590649896022833,Negative,1,0,1,0,1,1,0,0
SYT5,4.642404645138832,Negative,1,1,1,0,1,1,1,1
SYT6,4.66394054203675,Negative,0,0,0,0,1,1,0,1
SYT9,4.540306237956166,Negative,0,0,0,0,1,1,0,1
SYTL1,4.222457690129834,Negative,0,0,0,0,0,0,0,1
SYTL2,4.390844118754968,Negative,0,0,0,0,0,0,0,1
SYTL3,4.3380985208635,Negative,0,0,0,0,0,0,0,1
SYTL4,4.3291539841535585,Negative,0,0,0,0,0,0,0,1
SYTL5,4.553125661429,Negative,0,0,0,0,0,0,0,1
SYVN1,3.957403025000333,Negative,0,0,0,0,0,0,0,0
TAB1,4.674899030670666,EnSig,0,0,1,0,0,0,0,0
TAB2,4.31048236449225,Negative,0,0,0,0,0,0,0,0
TAB3,4.180642867611998,Negative,0,0,0,0,0,0,0,0
TACC1,4.3574065078905,Negative,1,0,0,0,0,0,1,0
TACC2,4.6765675634095585,EnSig,1,0,1,1,0,0,0,0
TACC3,4.443902673117499,Negative,0,0,0,0,1,0,0,0
TACSTD2,3.9863365276538167,Negative,0,0,0,0,0,0,0,0
TADA1,4.139562825206276,Negative,0,0,0,0,0,0,0,0
TADA2B,4.386328287765998,Negative,0,0,1,0,0,0,0,0
TADA3,4.449733407885667,Negative,0,0,0,0,0,0,0,0
TAF1,4.431378997992332,Negative,0,0,0,0,0,0,0,0
TAF10,4.268239242033166,Negative,0,0,0,0,0,0,0,0
TAF11,4.487385525600334,Negative,0,0,0,0,0,0,0,0
TAF12,4.6157989755471664,Negative,0,0,0,0,0,0,0,0
TAF13,4.536700955394166,Negative,0,0,0,0,0,0,0,0
TAF1A,4.236346525820916,Negative,0,0,0,0,0,0,0,0
TAF1B,4.336192903864833,Negative,0,0,0,0,0,0,0,0
TAF1D,4.062879947911666,Negative,0,0,0,0,0,0,0,0
TAF1L,4.5483407037165,Negative,0,0,0,0,0,0,0,0
TAF2,4.221514781829666,Negative,0,0,0,0,0,0,0,0
TAF3,4.269228961368,Negative,0,0,0,0,0,0,0,0
TAF4,4.087654589111,Negative,0,0,0,0,0,0,0,0
TAF4B,4.398393013649667,Negative,0,0,0,0,0,0,0,0
TAF5,4.137137216849584,Negative,0,0,0,0,0,0,0,0
TAF5L,3.928370624177,Negative,0,0,0,0,0,0,0,0
TAF6,4.310170687568,Negative,0,0,0,0,0,0,0,0
TAF6L,4.0764739566236665,Negative,0,0,0,0,0,0,0,0
TAF7,4.629912157924999,Negative,0,0,0,0,0,0,0,0
TAF7L,4.258388385941498,Negative,0,0,0,0,0,0,0,0
TAF8,3.904050026861508,Negative,0,0,0,0,0,0,0,0
TAF9B,4.568709554645928,Negative,0,0,0,0,0,0,0,0
TAGAP,4.1005286336107485,Negative,0,0,0,0,0,0,0,0
TAGLN,4.618348362611666,Negative,0,0,1,0,0,0,0,0
TAGLN2,4.6728449250576665,EnSig,0,0,1,0,0,0,1,0
TAGLN3,4.66654285741575,Negative,1,0,1,1,0,0,1,1
TAL1,4.297479866862833,Negative,0,0,0,0,0,0,0,0
TALDO1,4.618207810226499,Negative,0,0,1,0,0,0,1,0
TANC1,4.6241576415519985,Negative,0,0,0,0,1,1,0,0
TANC2,4.7826525686030665,EnSig,1,1,1,1,1,1,0,0
TANK,4.595842479020166,Negative,0,0,0,0,0,0,0,0
TAOK1,4.409078387711666,Negative,1,1,1,0,0,0,1,0
TAOK2,4.0934201749984584,Negative,1,0,1,0,1,0,1,0
TAOK3,4.526463989820666,Negative,1,0,1,0,0,0,0,0
TAP1,4.451079720332499,Negative,0,0,0,0,0,0,0,0
TAP2,4.438812046529249,Negative,0,0,0,0,0,0,0,0
TAPBP,4.706112648670499,EnSig,0,0,0,0,0,0,0,0
TAPBPL,4.381325041116667,Negative,0,0,0,0,0,0,0,0
TAPT1,4.0101326773385,Negative,0,0,0,0,0,0,0,0
TARBP1,4.056773951030373,Negative,0,0,0,0,0,0,0,0
TARBP2,4.1420581566743335,Negative,0,0,1,0,0,0,0,0
TARDBP,4.6587764302920815,Negative,1,0,1,1,0,0,0,0
TARS2,4.432204922977261,Negative,0,1,1,0,0,0,0,0
TAS1R1,4.331209247944167,Negative,0,0,0,0,0,0,0,0
TAS1R2,2.796706262587666,Negative,0,0,0,0,0,0,0,0
TAS2R10,3.997659483538,Negative,0,0,0,0,0,0,0,0
TAS2R41,2.5642489587985,Negative,0,0,0,0,0,0,0,0
TASP1,4.460957902813833,Negative,0,0,0,0,0,0,0,0
TAT,4.233827253060333,Negative,0,0,0,0,0,0,0,0
TATDN2,4.261476179584666,Negative,0,0,0,0,0,0,0,0
TATDN3,4.285114598611998,Negative,0,0,0,0,0,0,0,0
TAX1BP1,4.316532109099833,Negative,0,0,0,0,0,0,0,0
TAX1BP3,4.461462848048952,Negative,0,0,0,0,0,0,0,0
TBC1D1,4.186824224868108,Negative,0,0,0,0,0,0,0,0
TBC1D10A,4.092656041485083,Negative,1,0,0,0,0,0,0,0
TBC1D10B,4.515959655724,Negative,1,1,1,0,0,0,0,0
TBC1D10C,4.245321984138998,Negative,0,0,0,0,0,0,0,0
TBC1D12,4.532994791565,Negative,0,0,0,0,0,0,0,0
TBC1D13,4.420616770831501,Negative,0,0,1,0,0,0,0,0
TBC1D14,4.235692675501666,Negative,0,0,0,0,0,0,0,0
TBC1D16,4.0773263732026646,Negative,0,0,0,0,0,0,0,0
TBC1D17,4.101190443895999,Negative,0,0,1,0,0,0,0,0
TBC1D2,4.3458249480285005,Negative,0,0,0,0,0,0,0,0
TBC1D22A,4.2363848901965415,Negative,0,0,0,0,0,0,0,0
TBC1D22B,4.244222426081666,Negative,0,0,0,0,0,0,0,0
TBC1D23,4.412413892699833,Negative,0,0,0,0,0,0,0,0
TBC1D24,4.3169373003013085,Negative,1,1,1,0,0,1,1,0
TBC1D25,4.380699777658665,Negative,0,0,0,0,0,0,0,0
TBC1D2B,4.238089539782998,Negative,0,0,0,0,0,0,0,0
TBC1D30,4.096019313058904,Negative,0,0,1,0,0,0,0,0
TBC1D31,4.343891345217428,Negative,0,0,0,0,0,0,0,0
TBC1D32,4.328350089221119,Negative,0,0,0,0,0,0,0,0
TBC1D4,4.4589060148281146,Negative,0,0,0,0,0,0,0,0
TBC1D5,5.040797696658499,EnSig,1,0,0,0,0,0,0,0
TBC1D7,4.558357729792,Negative,0,0,0,0,0,0,0,0
TBC1D8,3.905643324100156,Negative,0,0,0,0,0,0,0,0
TBC1D8B,4.324727311043583,Negative,0,0,1,0,0,0,0,0
TBC1D9,3.9683249628017503,Negative,0,0,1,0,0,0,0,0
TBC1D9B,4.381512050153333,Negative,0,0,1,0,0,0,0,0
TBCA,4.436285569063425,Negative,0,0,0,0,0,0,0,0
TBCB,4.358521264317642,Negative,0,0,0,1,0,0,0,0
TBCC,4.026440658237583,Negative,1,0,1,0,0,0,0,0
TBCCD1,4.158806823582832,Negative,0,0,0,0,0,0,0,0
TBCD,4.279427412176333,Negative,0,0,1,0,0,0,1,0
TBCEL,4.386952771842223,Negative,1,0,1,0,0,0,0,0
TBCK,4.113234353224,Negative,0,0,1,0,0,0,0,0
TBK1,4.577921365040334,Negative,1,0,1,0,0,0,1,0
TBL1X,4.380572045725167,Negative,0,0,0,0,0,0,0,0
TBL1XR1,4.233087397882072,Negative,0,0,0,0,0,0,0,0
TBL1Y,4.373535246261833,Negative,0,0,0,0,0,0,0,0
TBL2,4.2020968909485,Negative,1,0,1,0,0,0,0,0
TBL3,4.111783925429156,Negative,0,0,0,0,0,0,0,0
TBP,3.974879232227372,Negative,0,0,0,0,0,0,0,0
TBR1,4.3878785689485005,Negative,0,0,1,1,0,0,0,0
TBRG1,4.032157949541785,Negative,0,0,0,0,0,0,0,0
TBRG4,4.141179381572333,Negative,0,0,1,0,0,0,0,0
TBX1,4.375526846738167,Negative,0,0,0,0,0,0,0,0
TBX15,4.396853502141273,Negative,0,0,0,0,0,0,0,0
TBX18,4.336055665764869,Negative,0,0,0,0,0,0,0,0
TBX2,4.5503588967064985,Negative,0,0,0,0,0,0,0,0
TBX20,4.959810873069916,EnSig,0,0,0,0,0,0,0,0
TBX21,4.2944439438509265,Negative,0,0,0,0,0,0,0,0
TBX22,2.949383705410928,Negative,0,0,0,0,0,0,0,0
TBX3,4.361212687397429,Negative,0,0,0,0,0,0,0,0
TBX4,4.293009710728666,Negative,0,0,0,0,0,0,0,0
TBX5,4.542539368195416,Negative,0,0,0,0,0,0,0,0
TBXA2R,4.450509915899749,Negative,0,0,0,0,0,0,0,0
TBXAS1,4.47581035058475,Negative,0,0,0,0,0,0,0,0
TC2N,4.354362437056083,Negative,0,0,0,0,0,0,0,0
TCAP,4.508995818994166,Negative,0,0,0,0,0,0,0,0
TCEA1,4.709052714508237,EnSig,1,0,0,0,0,0,0,0
TCEA2,4.369291149915833,Negative,0,0,0,0,0,0,0,0
TCEA3,4.3974335040594985,Negative,0,0,0,0,0,0,0,0
TCEAL1,4.142358400233837,Negative,0,0,0,0,0,0,0,0
TCEAL3,4.686326556414833,EnSig,0,0,0,0,0,0,0,0
TCEAL4,4.470805665933222,Negative,0,0,0,0,0,0,0,0
TCEAL5,4.1984586267756665,Negative,1,1,0,0,0,0,0,0
TCEANC,4.101580468536869,Negative,0,0,0,0,0,0,0,0
TCEANC2,4.75889892437,EnSig,0,0,0,0,0,0,0,0
TCERG1,4.054682237840166,Negative,1,0,1,0,0,0,0,0
TCERG1L,4.468888335991583,Negative,0,0,0,0,0,0,0,0
TCF12,4.3066073518442085,Negative,0,0,0,1,0,0,0,0
TCF19,4.470486756101334,Negative,0,0,0,0,0,0,0,0
