Gene,Average_Score,Classification,Cortex,Striatum,hiPSC,Fetal,SynGO,GO Synapse,SynDB,SynSysNet
CDKL2,4.2764228748178335,Negative,0,0,0,0,0,0,1,0
CDKL3,4.2298448283624985,Negative,0,0,0,0,0,0,0,0
CDKL5,4.409627530620594,Negative,1,1,0,0,1,1,0,0
CDKN1A,4.521180267335337,Negative,0,0,0,0,0,0,0,0
CDKN1B,4.6281730136286185,Negative,0,0,0,0,0,0,0,0
CDKN1C,4.695555684963666,EnSig,0,0,0,0,0,0,0,0
CDKN2A,4.3303712149265,Negative,0,0,0,0,0,0,0,0
CDKN2AIP,4.34689476478453,Negative,0,0,1,0,0,0,0,0
CDKN2AIPNL,4.3748769535522785,Negative,0,0,0,0,0,0,0,0
CDKN3,4.51052146545075,Negative,0,0,0,0,0,0,0,0
CDNF,4.278556397941055,Negative,0,0,1,0,0,0,0,0
CDON,4.090071176247666,Negative,0,0,0,0,0,0,0,0
CDS1,4.497701240581834,Negative,0,0,0,0,0,0,0,0
CDS2,4.431390246616166,Negative,1,0,1,0,0,0,0,0
CDT1,4.5324528873365,Negative,0,0,0,0,0,0,0,0
CDV3,4.311874677459499,Negative,0,0,0,0,0,0,0,0
CDX1,4.539299523535333,Negative,0,0,0,0,0,0,0,0
CDX2,4.704721538000249,EnSig,0,0,0,0,0,0,0,0
CDYL,4.386148168271151,Negative,0,0,0,0,0,0,0,0
CDYL2,4.435495755099166,Negative,0,0,0,0,0,0,0,0
CEACAM1,4.363409682855909,Negative,0,0,0,0,0,0,0,0
CEACAM3,4.442078608151499,Negative,0,0,0,0,0,0,0,0
CEACAM7,4.67066979933507,EnSig,0,0,0,0,0,0,0,0
CEBPB,4.236353931500512,Negative,0,0,0,0,0,0,0,0
CEBPD,3.812789347792596,Negative,0,0,0,0,0,0,0,0
CEBPE,4.3159930188683315,Negative,0,0,0,0,0,0,0,0
CEBPG,4.561683616180403,Negative,0,0,0,0,0,0,0,0
CEBPZ,4.371637207620498,Negative,0,0,0,0,0,0,0,0
CECR2,4.2980937951739095,Negative,0,0,0,0,0,0,0,0
CEL,4.101505081821671,Negative,0,0,0,0,0,1,0,0
CELF1,4.430626730927832,Negative,0,0,1,0,0,0,0,0
CELF2,4.462090140251166,Negative,1,0,0,1,0,0,0,0
CELF3,4.59269583486356,Negative,0,0,0,0,0,0,0,0
CELF4,4.6274114390894985,Negative,1,0,0,0,0,0,0,0
CELSR1,4.7747728754936665,EnSig,0,0,0,0,0,0,0,0
CELSR2,4.951371981661499,EnSig,1,0,1,1,0,0,0,0
CELSR3,4.9412481863921665,EnSig,0,0,1,1,0,0,0,0
CEMIP,4.448906277124999,Negative,0,0,0,0,0,0,0,0
CEND1,4.640754317144832,Negative,1,1,1,0,0,0,1,1
CENPA,4.3563650730945,Negative,0,0,0,0,0,0,0,0
CENPB,4.4258806439305,Negative,0,0,0,0,0,0,0,0
CENPC,4.047752450247748,Negative,0,0,0,0,0,0,0,0
CENPE,4.790607423348832,EnSig,0,0,0,0,0,0,0,0
CENPF,5.00169914262425,EnSig,0,0,0,0,0,0,0,0
CENPH,4.618764056869999,Negative,0,0,0,0,0,0,0,0
CENPJ,4.1769906249914985,Negative,0,0,0,0,0,0,0,0
CENPK,4.32117645833125,Negative,0,0,0,0,0,0,0,0
CENPL,4.236194560412667,Negative,0,0,0,0,0,0,0,0
CENPN,4.097374153779458,Negative,0,0,0,0,0,0,0,0
CENPO,3.994830293603583,Negative,0,0,0,0,0,0,0,0
CENPP,4.343664834227905,Negative,0,0,0,0,0,0,0,0
CENPQ,4.446549793849833,Negative,0,0,0,0,0,0,0,0
CENPT,4.733180736639,EnSig,0,0,0,0,0,0,0,0
CENPU,4.334189827251248,Negative,0,0,0,0,0,0,0,0
CENPV,4.3967942907099165,Negative,0,0,1,1,0,0,0,0
CEP112,4.5443470214462485,Negative,0,0,0,0,0,1,0,0
CEP120,4.361473455619749,Negative,0,0,0,0,0,0,0,0
CEP164,4.099975096321781,Negative,0,0,0,0,0,0,0,0
CEP170,4.780203772509916,EnSig,1,1,1,1,0,0,0,0
CEP170B,4.861644901764167,EnSig,0,0,1,0,0,0,0,0
CEP250,4.356261693800975,Negative,0,0,0,0,0,0,0,0
CEP290,4.693630572688787,EnSig,0,0,0,0,0,0,0,0
CEP350,5.141132113252415,EnSig,0,0,0,0,0,0,0,0
CEP41,4.0343675268469985,Negative,0,0,1,0,0,0,0,0
CEP44,4.0760415880825,Negative,0,0,0,0,0,0,0,0
CEP55,4.3942500191555,Negative,0,0,0,0,0,0,0,0
CEP57,4.324128106576667,Negative,0,0,0,0,0,0,0,0
CEP57L1,4.187034425019666,Negative,0,0,0,0,0,0,0,0
CEP63,4.185079715114333,Negative,0,0,0,0,0,0,0,0
CEP72,4.371519646611833,Negative,0,0,0,0,0,0,0,0
CEP76,4.14929551259175,Negative,0,0,0,0,0,0,0,0
CEP97,4.603467133666499,Negative,0,0,1,0,0,0,0,0
CEPT1,4.263905664128998,Negative,0,0,0,0,0,0,0,0
CERCAM,4.4218247713466665,Negative,0,0,0,0,0,0,0,0
CERK,4.318543093006465,Negative,0,0,0,0,0,0,0,0
CERKL,4.339107979370666,Negative,0,0,0,0,0,0,0,0
CERS2,4.186207497597,Negative,0,0,1,0,0,0,0,0
CERS3,4.145632492933666,Negative,0,0,0,0,0,0,0,0
CERS4,4.231535297914832,Negative,0,0,0,0,0,0,0,0
CERS5,4.7008230644965,EnSig,0,0,0,0,0,0,0,0
CERS6,4.414847591405749,Negative,0,0,1,0,0,0,0,0
CES1,4.257146499731332,Negative,0,0,0,0,0,0,0,0
CETN2,4.440670760263285,Negative,1,0,0,0,0,0,0,0
CETN3,4.152268857343833,Negative,0,0,0,0,0,0,0,0
CFB,4.530084811031499,Negative,0,0,0,0,0,0,0,0
CFDP1,4.613163581203762,Negative,0,0,0,0,0,0,0,0
CFL1,4.577542099762666,Negative,1,1,1,1,1,0,1,1
CFL2,4.045125051105476,Negative,1,1,1,0,0,0,1,0
CFLAR,4.183417097426666,Negative,0,0,0,0,0,0,0,0
CFP,4.268332944661084,Negative,0,0,0,0,0,0,0,0
CFTR,4.453435978869499,Negative,0,0,0,0,0,0,0,0
CGA,4.400917319727665,Negative,0,0,0,0,0,0,0,0
CGB1,4.799272166414666,EnSig,0,0,0,0,0,0,0,0
CGB2,4.68213825228246,EnSig,0,0,0,0,0,0,0,0
CGN,4.315796358919375,Negative,0,0,0,0,0,0,0,0
CGNL1,3.8032888234235003,Negative,0,0,0,0,0,0,0,0
CHAC1,4.592533089642166,Negative,0,0,0,0,0,0,0,0
CHAF1A,4.794432394523909,EnSig,0,0,0,0,0,0,0,0
CHAF1B,4.4785126452562505,Negative,0,0,0,0,0,0,0,0
CHAT,4.633162624955917,Negative,0,1,1,0,0,1,1,1
CHCHD2,4.401616066122572,Negative,0,0,0,0,0,0,0,0
CHCHD3,4.3988452706285,Negative,0,0,1,1,0,0,1,0
CHCHD6,4.494606648903,Negative,0,0,1,1,0,0,1,0
CHD1,4.845450729899465,EnSig,0,0,0,0,0,0,0,0
CHD1L,4.615834208351472,Negative,0,0,0,0,0,0,0,0
CHD2,4.485651059538776,Negative,0,0,0,0,0,0,0,0
CHD3,4.7723450192930255,EnSig,0,0,0,0,0,0,0,0
CHD4,5.204901112177263,EnSig,0,0,1,0,1,0,0,0
CHD5,4.652377703296333,Negative,0,0,0,0,0,0,0,0
CHD6,4.753023346856786,EnSig,0,0,0,0,0,0,0,0
CHD7,4.668376313527416,Negative,0,0,0,0,0,0,0,0
CHD8,4.618909078063017,Negative,0,0,0,0,0,0,0,0
CHD9,4.4563147459085455,Negative,0,0,0,0,0,0,0,0
CHEK1,4.391837229376,Negative,0,0,0,0,0,0,0,0
CHEK2,4.374031182528248,Negative,0,0,0,0,0,0,0,0
CHERP,4.270827668890666,Negative,0,0,0,0,0,0,0,0
CHFR,4.2150518776674994,Negative,0,0,0,0,0,0,0,0
CHGA,4.548814486676808,Negative,0,0,0,0,0,0,0,1
CHGB,4.3891738137816665,Negative,0,0,0,0,0,0,0,0
CHI3L1,4.468588684144667,Negative,0,0,0,0,0,0,0,0
CHIC2,4.609369485168667,Negative,0,0,0,0,0,0,0,0
CHID1,4.501467501605712,Negative,1,0,1,0,0,0,0,0
CHKA,4.374749075174832,Negative,0,0,0,0,0,0,0,0
CHKB,4.254744420413498,Negative,0,0,0,0,0,0,0,0
CHL1,4.4841153073365,Negative,0,0,0,1,0,0,1,0
CHM,4.463993798848501,Negative,0,0,0,0,0,0,0,0
CHML,4.388843001893389,Negative,0,0,1,0,0,0,0,0
CHMP1A,4.542075200545833,Negative,1,0,1,0,0,0,1,0
CHMP2A,4.643941095289833,Negative,1,0,1,0,0,0,0,0
CHMP2B,4.7808683679345,EnSig,1,0,0,1,1,1,0,0
CHMP3,4.497357806291999,Negative,0,0,0,0,0,0,0,0
CHMP4A,4.379945740145832,Negative,0,0,0,0,0,0,0,0
CHMP4B,4.6831108513423345,EnSig,0,1,1,1,0,0,0,0
CHMP4C,4.585469480463334,Negative,0,0,0,0,0,0,0,0
CHMP5,4.523674204041833,Negative,0,0,1,1,0,0,0,0
CHMP6,4.547897838771601,Negative,1,0,1,1,0,0,0,0
CHMP7,4.381314057707929,Negative,0,0,0,0,0,0,0,0
CHN1,4.672990377321665,EnSig,0,0,1,0,0,0,0,0
CHN2,4.654764312625,Negative,0,0,0,0,0,0,0,0
CHP1,4.7174509656465,EnSig,0,0,0,0,0,0,0,0
CHPF,4.5890026377892505,Negative,0,0,0,0,0,0,0,0
CHPF2,4.416989024971416,Negative,0,0,0,0,0,0,0,0
CHRAC1,4.316317752148416,Negative,0,0,0,0,0,0,0,0
CHRM1,4.356555672274221,Negative,1,1,0,0,1,1,0,1
CHRM2,4.497755410598619,Negative,0,0,0,0,1,1,0,1
CHRM3,4.421855484216364,Negative,0,0,0,0,1,1,0,0
CHRNA3,4.387069511704167,Negative,0,0,0,0,1,1,0,0
CHRNA4,4.707563338675833,EnSig,0,0,0,0,1,1,0,1
CHRNA9,4.3030878275415,Negative,0,0,0,0,1,1,0,0
CHRNB4,4.327965051075666,Negative,0,0,1,0,1,1,0,0
CHRND,4.425522508555999,Negative,0,0,0,0,1,1,0,0
CHRNE,4.3808397416745,Negative,0,0,0,0,1,1,0,0
CHST1,4.62517022194,Negative,0,0,0,0,0,0,0,0
CHST10,4.724200681786833,EnSig,0,0,0,0,0,0,0,0
CHST13,4.371521861403832,Negative,0,0,0,0,0,0,0,0
CHST14,4.370558678228405,Negative,0,0,0,0,0,0,0,0
CHST15,4.5083486614835,Negative,0,0,0,0,0,0,0,0
CHST3,4.4425567102675005,Negative,0,0,0,0,0,0,0,0
CHST4,4.379484829745916,Negative,0,0,0,0,0,0,0,0
CHST7,4.0371188099565,Negative,0,0,0,0,0,0,0,0
CHST8,4.52719811821588,Negative,0,0,0,0,0,0,0,0
CHST9,4.3790743548809985,Negative,0,0,0,0,0,0,0,0
CHSY1,4.171924812260285,Negative,0,0,0,0,0,0,0,0
CHSY3,4.394903928439638,Negative,0,0,0,1,0,0,0,0
CHTF18,4.325166249993666,Negative,0,0,0,0,0,0,0,0
CHTF8,4.094584893300167,Negative,0,0,0,0,0,0,0,0
CHTOP,4.089983708228499,Negative,0,1,0,0,0,0,0,0
CHUK,4.513839050744499,Negative,0,0,0,0,0,0,0,0
CIAO1,4.23836051318275,Negative,0,0,1,0,0,0,0,0
CIAPIN1,4.220677626239916,Negative,0,0,1,0,0,0,0,0
CIART,4.139874019754143,Negative,0,0,0,0,0,0,0,0
CIB1,4.4597062181365,Negative,0,0,0,0,0,0,0,0
CIC,4.3786860565701415,Negative,0,0,0,0,0,0,0,0
CIDEA,4.709969631926714,EnSig,0,0,0,0,0,0,0,0
CIDEB,4.267358649154694,Negative,0,0,0,0,0,0,0,0
CIITA,3.825723313623,Negative,0,0,0,0,0,0,0,0
CIPC,4.563643639070833,Negative,0,0,0,0,0,0,0,0
CIR1,4.55222325869,Negative,0,0,1,0,0,0,0,0
CIRBP,5.107214383322498,EnSig,0,0,1,1,0,0,0,0
CISD1,4.231059466346498,Negative,1,1,0,0,0,0,1,0
CISD2,4.319867536515524,Negative,0,0,0,0,0,0,0,0
CIT,4.702092056456666,EnSig,1,1,1,0,0,0,1,1
CITED2,4.3927992547153885,Negative,0,0,0,0,0,0,0,0
CIZ1,4.325560060488998,Negative,0,0,0,0,0,0,0,0
CKAP2,4.276713950319178,Negative,0,0,1,0,0,0,0,0
CKAP2L,4.547992460387749,Negative,0,0,0,0,0,0,0,0
CKAP5,4.3385557838798094,Negative,1,1,1,1,0,0,1,0
CKB,4.417414980593833,Negative,1,1,1,1,0,0,1,1
CKM,4.5918755084904275,Negative,0,0,0,0,0,0,0,0
CKMT2,4.217433906261451,Negative,1,1,0,0,0,0,0,0
CKS1B,4.6170361639025,Negative,0,0,0,0,0,0,0,0
CKS2,4.439034632201,Negative,0,0,0,0,0,0,0,0
CLASP1,4.678055037962166,EnSig,1,1,1,1,0,0,1,0
CLASP2,4.995932311828987,EnSig,1,1,1,1,0,0,1,1
CLASRP,4.3235756615030825,Negative,0,0,0,0,0,0,0,0
CLC,4.247139158858261,Negative,0,0,0,0,0,0,0,0
CLCA1,4.41320994199475,Negative,0,0,0,0,0,0,0,0
CLCA2,4.265957582926409,Negative,0,0,0,0,0,0,0,0
CLCC1,4.231798657519262,Negative,0,0,0,0,0,0,0,0
CLCN1,4.388901686179833,Negative,0,0,1,0,0,0,0,0
CLCN2,4.3731158526115,Negative,0,0,0,0,0,0,0,0
CLCN3,4.31652249904,Negative,0,0,1,0,1,1,1,0
CLCN5,4.382401680655501,Negative,0,0,0,0,0,0,0,0
CLCN6,4.479018729731387,Negative,0,0,1,0,0,0,0,0
CLCN7,4.037957973572,Negative,0,0,0,0,0,0,0,0
CLCNKA,4.3696548105132855,Negative,0,0,0,0,0,0,0,0
CLDN1,4.411616644950833,Negative,0,0,0,0,0,0,0,0
CLDN10,4.290100183623721,Negative,0,0,0,0,0,0,0,0
CLDN11,4.493355744714499,Negative,0,1,0,0,0,0,0,0
CLDN14,4.444109114961,Negative,0,0,0,0,0,0,0,0
CLDN2,4.185636981981083,Negative,0,0,0,0,0,0,0,0
CLDN23,4.084989502013844,Negative,0,0,0,0,0,0,0,0
CLDN3,4.197646032753498,Negative,0,0,0,0,0,0,0,0
CLDN4,4.478043167260833,Negative,0,0,0,0,0,0,0,0
CLDN5,4.5820416140888325,Negative,0,0,0,0,0,0,0,0
CLDN6,4.55326102831312,Negative,0,0,0,0,0,0,0,0
CLDN7,4.216186359032498,Negative,0,0,0,0,0,0,0,0
CLDN8,4.0670051703954,Negative,0,0,0,0,0,0,0,0
CLDN9,4.1775943961345945,Negative,0,0,0,0,0,0,0,0
CLDND1,4.7171522048197385,EnSig,0,0,1,0,0,0,0,0
CLEC10A,4.373792728666916,Negative,0,0,0,0,0,0,0,0
CLEC16A,4.0797996087685,Negative,0,0,0,0,0,0,0,0
CLEC18A,4.240137684162666,Negative,0,0,0,0,0,0,0,0
CLEC18C,4.4201761410767775,Negative,0,0,0,0,0,0,0,0
CLEC1B,4.2901446767315,Negative,0,0,0,0,0,0,0,0
CLEC2D,4.1938819398049985,Negative,0,0,0,0,0,0,0,0
CLEC4G,4.2426490636665,Negative,0,0,0,0,0,0,0,0
CLEC4M,4.261476237582364,Negative,0,0,0,0,0,0,0,0
CLEC7A,4.198883300243333,Negative,0,0,0,0,0,0,0,0
CLGN,4.386933512285118,Negative,0,0,1,0,0,0,0,0
CLIC1,4.912098400580833,EnSig,0,0,1,0,0,0,0,0
CLIC2,4.688893798056301,EnSig,0,0,0,0,0,0,0,0
CLIC3,4.594511512518166,Negative,0,0,0,0,0,0,0,0
CLIC4,4.713399061979167,EnSig,0,0,1,0,0,0,0,0
CLIC5,4.116770733206333,Negative,0,0,0,0,0,0,0,0
CLIC6,4.373132884605,Negative,0,0,0,0,0,0,0,0
CLINT1,4.139581353592167,Negative,1,0,1,1,0,0,0,0
CLIP1,4.38798740239399,Negative,1,1,1,1,0,0,1,0
CLIP2,4.52406213081225,Negative,1,1,1,1,0,0,1,0
CLIP3,4.5215016693135,Negative,1,0,1,0,0,0,0,0
CLIP4,4.4272310201274285,Negative,0,0,0,0,0,0,0,0
CLK1,4.133251418507166,Negative,0,0,0,0,0,0,0,0
CLK2,4.173820758854683,Negative,0,0,0,0,0,0,0,0
CLK3,4.2220012541725405,Negative,0,0,0,0,0,0,0,0
CLK4,4.242604582651,Negative,0,0,0,0,0,0,0,0
CLMN,4.056897732179292,Negative,0,0,0,0,0,0,1,0
CLMP,4.437011205317166,Negative,0,0,0,0,0,0,0,0
CLN3,5.314955844955166,EnSig,0,0,0,0,0,1,0,0
CLN5,4.459004335026537,Negative,0,0,0,0,0,0,0,0
CLN6,4.6804845721236195,EnSig,0,0,0,0,0,0,0,0
CLNS1A,4.242998856143583,Negative,0,0,0,0,0,0,0,0
CLOCK,4.451523602927749,Negative,0,0,0,0,0,0,0,0
CLP1,4.248109605212888,Negative,0,0,0,0,0,0,0,0
CLPB,4.580157162264499,Negative,1,1,1,0,0,0,0,0
CLPP,4.172159865826893,Negative,0,0,0,0,0,0,0,0
CLPTM1,4.368141945126,Negative,0,0,1,0,1,0,0,0
CLPX,3.995061232739582,Negative,1,0,1,0,0,0,0,0
CLSTN1,4.207638356433833,Negative,1,0,0,0,1,1,0,0
CLSTN3,4.036025139008166,Negative,1,1,1,0,1,1,0,0
CLTA,4.610619699558166,Negative,1,1,1,1,1,1,1,0
CLTB,4.6827036452374164,EnSig,1,1,1,1,1,1,1,0
CLTC,4.548465349202832,Negative,0,0,1,1,1,0,1,1
CLTCL1,4.400844870842863,Negative,0,0,0,0,0,0,0,0
CLU,4.249196545228491,Negative,1,1,1,1,1,1,1,0
CLUAP1,4.027660530807416,Negative,0,0,0,0,0,0,0,0
CLUH,4.292486463356666,Negative,0,0,0,0,0,0,0,0
CLVS2,4.442200118617999,Negative,1,0,0,0,0,0,0,0
CLYBL,4.1170278927903325,Negative,0,0,0,0,0,0,0,0
CMA1,4.423633343396277,Negative,0,0,0,0,0,0,0,0
CMAS,4.608201958040416,Negative,1,0,1,1,0,0,0,0
CMBL,4.4663246047096665,Negative,0,0,0,0,0,0,0,0
CMC1,4.394616529256998,Negative,0,0,0,0,0,0,1,0
CMC2,4.300458211324916,Negative,0,0,0,0,0,0,0,0
CMPK1,4.845643185175667,EnSig,1,1,1,0,0,0,1,0
CMTM6,4.63281357549075,Negative,0,0,0,0,0,0,0,0
CMTM8,4.536219820568369,Negative,0,0,0,0,0,0,0,0
CMTR1,4.329319212062,Negative,0,0,0,0,0,0,0,0
CMYA5,4.94556905362575,EnSig,0,0,0,0,0,0,0,0
CNDP1,4.800142480127333,EnSig,0,0,0,0,0,0,0,0
CNDP2,4.541553538374403,Negative,1,0,1,1,0,0,1,0
CNEP1R1,4.1870994177100815,Negative,0,0,0,0,0,0,0,0
CNGA1,4.167403196896498,Negative,0,0,0,0,0,0,0,0
CNGA2,2.631566654483,Negative,0,0,0,0,0,0,0,0
CNGA3,4.562752832961666,Negative,0,0,0,0,0,0,0,0
CNGB1,4.417341858246499,Negative,0,0,0,0,0,1,0,0
CNKSR1,4.0264381112755,Negative,0,0,0,0,0,0,0,0
CNKSR2,5.058001449991332,EnSig,1,1,1,1,1,1,0,1
CNKSR3,4.4206566546055,Negative,0,0,0,0,0,0,0,0
CNN1,4.65636336458425,Negative,0,0,0,0,0,0,0,0
CNN2,4.840055407907499,EnSig,0,0,1,0,0,0,0,0
CNN3,4.277344238582,Negative,1,0,1,0,1,1,0,0
CNNM1,4.4123927949455,Negative,0,0,1,0,0,0,0,0
CNNM2,4.445282890806166,Negative,0,0,1,0,0,0,0,0
CNNM3,4.2125248408803335,Negative,0,0,0,0,0,0,0,0
CNNM4,4.470100999426,Negative,0,0,1,0,0,0,0,0
CNOT1,4.495908266546364,Negative,0,0,1,1,0,0,0,0
CNOT11,4.293281542011833,Negative,0,0,1,0,0,0,0,0
CNOT3,5.2359839414915,EnSig,0,0,1,0,0,0,0,0
CNOT4,4.2264875830960955,Negative,0,0,0,0,0,0,0,0
CNOT6,4.4826992628945,Negative,0,0,0,0,0,0,0,0
CNOT6L,4.339444547493,Negative,0,0,0,0,0,0,0,0
CNOT8,4.714223024067917,EnSig,0,0,0,0,0,0,0,0
CNP,4.743632989822,EnSig,1,1,1,1,0,0,1,1
CNPY2,4.138680121937333,Negative,0,0,0,0,0,0,0,0
CNPY3,4.474139746904387,Negative,0,0,0,0,0,0,0,0
CNR1,4.0703801343987065,Negative,0,0,1,0,1,1,0,1
CNR2,4.392338060780832,Negative,0,0,0,0,0,0,0,1
CNST,4.329245680664998,Negative,1,0,0,0,0,0,0,0
CNTN1,4.649321166559999,Negative,1,1,1,1,1,1,1,1
CNTN3,4.416767016649,Negative,0,0,0,1,0,0,0,1
CNTN4,4.6160986158693325,Negative,1,0,1,1,0,0,0,1
CNTN5,4.9007600036535415,EnSig,0,0,1,0,1,1,0,1
CNTNAP2,5.044203629211999,EnSig,1,1,1,0,0,0,1,1
CNTNAP3,4.276093571033714,Negative,0,0,0,1,0,0,0,0
CNTNAP4,4.251731057049624,Negative,0,0,0,0,1,1,0,0
CNTRL,4.545076602031916,Negative,0,0,0,0,0,0,0,0
COA3,4.471866790003,Negative,0,0,0,0,0,0,0,0
COA5,4.167293971079166,Negative,0,0,0,0,0,0,0,0
COA6,4.2361284311636185,Negative,0,0,0,0,0,0,0,0
COA7,4.603205865769667,Negative,0,0,0,0,0,0,0,0
COASY,4.242189604371498,Negative,0,0,1,0,0,0,1,0
COBL,4.31180769025562,Negative,1,0,0,0,0,0,0,0
COG1,4.136891130543976,Negative,0,0,1,0,0,0,0,0
COG2,4.429053409297833,Negative,0,0,1,0,0,0,0,0
COG3,4.199672602263666,Negative,0,0,1,0,0,0,1,0
COG4,4.3086068800635,Negative,0,0,1,0,0,0,0,0
COG5,4.261712153170201,Negative,0,0,0,0,0,0,0,0
COG6,4.4520043137314085,Negative,0,0,0,0,0,0,0,0
COG7,4.301555510550498,Negative,0,0,0,0,0,0,0,0
COG8,4.328508646426888,Negative,0,0,0,0,0,0,0,0
COIL,4.489121994780166,Negative,0,0,0,0,0,0,0,0
COL11A1,4.5668475698553435,Negative,0,0,0,0,0,0,0,0
COL11A2,4.986003652210499,EnSig,0,0,0,0,0,0,0,0
COL12A1,4.808198595094499,EnSig,0,0,0,0,0,0,0,0
COL14A1,4.528099062138416,Negative,0,0,0,0,0,0,0,0
COL15A1,4.082422580028875,Negative,0,0,0,0,0,0,0,0
COL16A1,4.2933019435942255,Negative,0,0,0,0,0,0,0,0
COL17A1,4.550990996238666,Negative,0,0,0,0,0,0,0,0
COL18A1,4.583656316045499,Negative,0,0,1,0,0,0,0,0
COL19A1,4.557119638027333,Negative,0,0,0,0,0,0,0,0
COL1A1,4.55987609989707,Negative,0,0,1,0,0,0,1,0
COL1A2,3.778491016390916,Negative,0,0,0,0,0,0,0,0
COL20A1,4.7371135977774985,EnSig,0,0,0,0,0,0,0,0
COL24A1,4.769001574190201,EnSig,0,0,0,0,0,0,0,0
COL25A1,4.622990871753833,Negative,0,0,0,0,0,0,0,0
COL3A1,4.5400646634715836,Negative,0,0,0,0,0,0,0,0
COL4A1,4.369641580046748,Negative,0,0,1,0,0,0,0,0
COL4A2,4.380513200188417,Negative,0,0,0,1,0,0,0,0
COL4A3,4.247288677755964,Negative,0,0,0,0,0,0,0,0
COL4A4,4.340467362355833,Negative,0,0,0,0,0,0,0,0
COL4A5,4.33607775696353,Negative,0,0,0,0,0,1,0,0
COL4A6,4.147108828392001,Negative,0,0,0,0,0,0,0,0
COL5A1,4.416854983082035,Negative,0,0,0,0,0,0,0,0
COL5A2,4.413957275259582,Negative,0,0,0,0,0,0,0,0
COL6A1,4.433789174542056,Negative,0,0,1,0,0,0,0,0
COL6A2,4.38355349243411,Negative,0,0,0,0,0,0,0,0
COL6A3,4.717366417099618,EnSig,0,0,0,0,0,0,0,0
COL7A1,4.680559798230387,EnSig,0,0,0,0,0,0,0,0
COL8A1,4.351657053227498,Negative,0,0,0,0,0,0,0,0
COL9A3,4.321709747824583,Negative,0,0,0,0,0,0,0,0
COLEC12,4.29333468961575,Negative,0,0,0,0,0,0,0,0
COLGALT1,4.1607582011466935,Negative,0,0,1,0,0,0,0,0
COLGALT2,4.668014900647,Negative,0,0,0,0,0,0,0,0
COLQ,4.368086639073333,Negative,0,0,0,0,0,1,0,0
COMMD1,4.323362785862,Negative,0,0,0,0,0,0,0,0
COMMD10,4.291155047451083,Negative,1,0,0,0,0,0,0,0
COMMD4,4.531022548506833,Negative,0,0,0,0,0,0,0,0
COMMD5,4.0810219113995,Negative,0,0,0,0,0,0,0,0
COMT,4.2666155484947375,Negative,0,0,1,0,1,1,0,0
COPA,4.693235758844581,EnSig,1,0,1,1,0,0,1,0
COPB1,4.5206231260635,Negative,1,0,1,1,0,0,0,0
COPB2,4.064324204318,Negative,1,0,1,1,0,0,1,0
COPE,4.6944914548093335,EnSig,0,0,1,0,0,0,0,0
COPG1,4.446443144939333,Negative,1,0,1,0,0,0,0,0
COPG2,4.33918691841325,Negative,1,0,1,1,0,0,0,0
COPRS,4.6268063801576185,Negative,0,0,0,0,0,0,0,0
COPS2,4.073979615301666,Negative,1,0,1,0,0,0,0,0
COPS3,4.654190819613333,Negative,0,1,1,1,0,0,1,0
COPS4,4.465203817782262,Negative,1,1,1,1,0,1,0,0
COPS5,4.552025818717,Negative,0,0,1,0,0,1,0,0
COPS6,4.274287282111916,Negative,0,0,1,1,0,0,0,0
COPS7A,4.402448401339,Negative,0,0,0,0,0,0,0,0
COPS7B,4.281185993472167,Negative,1,0,1,0,0,0,0,0
COPS8,4.459090260158249,Negative,0,0,1,1,0,0,0,0
COPZ1,4.5430190904174985,Negative,1,0,1,0,0,0,0,0
COQ10B,4.535021789632166,Negative,0,0,0,0,0,0,1,0
COQ5,4.521256569960054,Negative,0,0,0,0,0,0,0,0
COQ7,4.474822689139166,Negative,0,0,0,0,0,0,0,0
COQ9,4.1866163454461365,Negative,0,0,0,0,0,0,0,0
CORIN,4.467031440926551,Negative,0,0,1,0,0,0,0,0
CORO1B,4.3822992502057865,Negative,1,1,1,1,0,0,1,0
CORO1C,4.655482986855868,Negative,1,1,1,1,0,1,1,0
CORO7,5.4570756042675,EnSig,0,0,1,0,0,0,0,0
COTL1,4.826532493453833,EnSig,0,0,1,0,0,0,0,1
COX10,4.298667776986166,Negative,0,0,0,0,0,0,0,0
COX11,4.2302938819573335,Negative,0,0,0,0,0,0,0,0
COX15,4.0589611035573325,Negative,0,1,0,0,0,0,0,0
COX17,4.485494577547833,Negative,0,0,0,0,0,0,0,0
COX18,4.157864098664905,Negative,0,0,0,0,0,0,0,0
COX19,4.3931982208752505,Negative,0,0,0,0,0,0,0,0
COX20,4.202983491562582,Negative,0,0,0,0,0,0,0,0
COX4I1,4.624074563507,Negative,1,1,1,1,0,0,1,0
COX5A,4.334095991747762,Negative,1,1,0,0,0,0,1,0
COX5B,4.6078095103238335,Negative,1,1,0,0,0,0,1,0
COX6B1,4.5748450252824435,Negative,1,1,0,0,0,0,0,0
COX7A2,4.311084963363832,Negative,1,0,0,0,0,0,0,0
COX7A2L,4.50901062658123,Negative,0,0,0,0,0,0,1,0
COX7C,4.359613849598666,Negative,0,1,0,0,0,0,0,0
CP,3.9528490505055,Negative,0,0,0,0,0,0,0,0
CPA2,4.277039850431,Negative,0,0,0,0,0,0,0,0
CPB2,4.310775591507616,Negative,0,0,0,0,0,0,0,0
CPD,4.466152728152332,Negative,0,0,1,0,0,0,0,0
