genes,Synapse Percentile
ARRDC3,54.93668381480016
ARRDC4,19.74673525920064
ARSB,22.1606648199446
ARSG,58.90383854372774
ARSI,16.749109616145628
ARSJ,36.9212504946577
ARSK,6.371191135734072
ART4,8.349821923229126
ARV1,53.22516818361694
ARVCF,57.50890383854373
ARX,66.18519984170953
AS3MT,2.384250098931539
ASAH1,85.3581321725366
ASAP1,97.9620102888801
ASAP2,87.21804511278195
ASAP3,57.03403244954492
ASB1,60.81321725366047
ASB10,24.950534230312623
ASB14,18.03521962801741
ASB2,62.29719034428176
ASB7,24.594380688563515
ASB8,25.237435694499407
ASB9,16.373169766521567
ASCC2,61.090225563909776
ASCC3,80.75781559161061
ASCL2,44.22239810051445
ASCL3,1.10803324099723
ASF1A,55.15433320142461
ASF1B,11.79263949347052
ASGR1,22.83339928769292
ASGR2,55.51048674317372
ASH1L,28.630787495053426
ASIC1,66.92718638702019
ASIC2,93.33201424614168
ASIC3,59.72497032053819
ASL,47.41788682231896
ASMTL,7.271468144044321
ASNS,92.76810447170558
ASPH,86.84210526315789
ASPM,92.16462208151958
ASPSCR1,45.77562326869806
ASRGL1,21.230708349821924
ASTN1,80.21369212504946
ASTN2,86.73328056984566
ASXL1,61.64424218440839
ASXL2,68.61891571032845
ASXL3,50.20775623268698
ATAD2,67.4416303917689
ATAD2B,57.42975860704392
ATAD3A,57.4000791452315
ATAD3B,57.94420261179264
ATAD3C,42.91650178076771
ATAD5,36.30787495053423
ATAT1,72.85318559556787
ATCAY,75.79145231499803
ATE1,57.19232291254452
ATF1,27.14681440443213
ATF2,97.22991689750693
ATF3,46.80451127819549
ATF6,63.494261970716266
ATF7IP,84.9228333992877
ATF7IP2,23.53581321725366
ATG101,44.73684210526316
ATG13,51.97863078749506
ATG14,24.73288484368817
ATG16L1,76.94895132568263
ATG16L2,35.605461020973486
ATG2A,76.38504155124653
ATG3,42.847249703205385
ATG4A,24.64384645825089
ATG4B,51.305896319746736
ATG4C,41.38306292045904
ATG4D,42.61970716264345
ATG5,90.7202216066482
ATG7,72.30906212900673
ATG9A,84.46774831816383
ATIC,73.82271468144044
ATL1,80.07518796992481
ATL2,51.54333201424614
ATL3,58.78512069647804
ATM,98.1203007518797
ATOX1,9.665611396913336
ATP10A,17.03601108033241
ATP10B,20.44914918876138
ATP11A,65.46299960427385
ATP11B,69.19271863870202
ATP11C,82.6770874554808
ATP12A,74.79224376731302
ATP13A1,47.32884843688168
ATP13A2,91.42263553620894
ATP13A3,64.57261574990108
ATP13A4,38.988919667590025
ATP1A1,98.87218045112782
ATP1A2,34.00277008310249
ATP1A3,96.86387020182032
ATP1A4,36.83221210922042
ATP1B2,88.79105658884052
ATP1B3,89.2362485160269
ATP2A1,75.41551246537396
ATP2A2,97.4376731301939
ATP2A3,77.88880094974277
ATP2B1,99.56470122675108
ATP2B4,98.26869806094184
ATP2C1,97.54649782350612
ATP2C2,35.26909378709933
ATP4A,93.06489908982984
ATP6AP2,94.14325286901465
ATP6V0A2,50.83102493074792
ATP6V0D2,32.27146814404432
ATP6V1A,98.77324891175309
ATP6V1B1,66.05658884052235
ATP6V1C2,35.57578155916106
ATP6V1E1,96.53739612188366
ATP6V1E2,14.918876137712704
ATP7A,72.45745943806885
ATP7B,34.80411555203799
ATP8A2,93.4804115552038
ATP8B1,46.82429758607044
ATP8B2,52.65136525524337
ATP9A,97.51681836169372
ATPAF1,62.28729719034428
ATR,96.34942619707162
ATRN,92.3229125445192
ATRX,89.94855559952512
ATXN1,96.794618124258
ATXN10,81.72734467748319
ATXN1L,67.29323308270676
ATXN2,92.06569054214484
ATXN2L,82.66719430154333
ATXN3,91.31381084289671
ATXN7,54.3628808864266
ATXN7L3,78.4032449544915
AUH,48.3181638306292
AUNIP,26.74119509299565
AUP1,73.6842105263158
AURKA,94.64780371982587
AURKB,93.39137316976652
AURKC,8.982983775227542
AVIL,38.54372774040364
AVL9,52.77008310249308
AVPR1A,11.446379105658885
AVPR1B,24.782350613375545
AVPR2,66.798575385833
AXIN1,92.23387415908192
AXIN2,57.330827067669176
AZGP1,34.903047091412745
AZI2,17.332805698456667
AZIN2,34.418282548476455
B3GALNT1,60.664819944598335
B3GALT1,29.64978235061337
B3GALT2,51.93905817174515
B3GALT4,21.428571428571427
B3GALT6,38.10842896715473
B3GNT2,34.79422239810052
B3GNT4,79.4024535021765
B4GALNT1,72.39810051444401
B4GALNT2,4.174910961614563
B4GALNT3,16.590819153146022
B4GALNT4,47.24970320538188
B4GALT1,39.8793035219628
B4GALT2,51.92916501780768
B4GALT3,23.951325682627623
B4GALT5,34.54689354966364
B9D1,28.65057380292837
BAALC,62.78195488721804
BACE1,45.79540957657301
BACE2,33.75544123466561
BACH1,55.49070043529877
BACH2,35.0811238622873
BAD,11.011080332409971
BAG1,71.58686189157103
BAG3,97.67510882469333
BAG4,90.403640680649
BAG5,48.55559952512861
BAG6,96.33953304313415
BAHD1,15.453106450336367
BAIAP2,96.0823110407598
BAIAP2L1,78.57142857142857
BAIAP3,77.97783933518005
BAK1,61.94103680253265
BAMBI,14.721013058963198
BANF1,71.55718242975861
BANP,77.14681440443213
BAP1,71.26038781163435
BARD1,97.6850019786308
BARX2,15.542144835773644
BASP1,92.1151563118322
BAX,80.4412346656114
BAZ1A,94.1234665611397
BAZ1B,88.197467352592
BAZ2A,85.41749109616146
BAZ2B,94.60823110407598
BBC3,26.85991294024535
BBOX1,41.66996438464582
BBS10,18.16383062920459
BBS12,17.609814008705975
BBS2,42.30312623664424
BBS4,28.581321725366045
BBS5,6.12386228729719
BBS9,40.37396121883656
BBX,66.90740007914523
BCAM,80.66877720617333
BCAN,87.74238227146814
BCAP29,76.33557578155916
BCAP31,84.15116739216462
BCAR1,97.2793826671943
BCAS2,87.49505342303127
BCAS3,76.30589631974674
BCAT2,22.398100514444003
BCCIP,54.64978235061338
BCDIN3D,9.081915314602297
BCHE,47.09141274238228
BCKDHA,20.290858725761773
BCKDK,56.53937475267115
BCL10,68.01543332014246
BCL11B,25.29679461812426
BCL2,89.00870597546498
BCL2L1,70.35021764938662
BCL2L11,81.13375544123467
BCL2L13,62.81163434903047
BCL3,63.741590819153146
BCL6,78.06687772061733
BCL6B,17.906608626830234
BCL9,25.50455085081124
BCL9L,31.79659675504551
BCLAF1,98.0411555203799
BCOR,77.55243371586862
BCORL1,35.664819944598335
BCR,92.01622477245746
BCS1L,55.421448357736445
BDH1,61.99050257222002
BDKRB1,17.837356549267906
BDKRB2,52.34467748318164
BDNF,77.06766917293233
BDP1,33.745548080728135
BECN1,88.70201820340324
BEND3,13.820736050652949
BEND5,17.39216462208152
BEST1,10.18005540166205
BEST2,18.08468539770479
BEST3,10.2394143252869
BEX1,97.50692520775624
BEX2,93.9157103284527
BFAR,28.59121487930352
BFSP1,42.876929165017806
BFSP2,16.719430154333203
BHLHB9,52.15670755836961
BHLHE23,8.834586466165414
BHLHE40,73.55559952512861
BHLHE41,69.91491887613772
BHMT,8.52789869410368
BHMT2,14.533043134151168
BICC1,37.821527502967946
BICD1,31.48990898298377
BICD2,29.10565888405224
BID,82.64740799366838
BIN2,23.41709537000396
BIN3,18.599129402453503
BIRC2,77.3644637910566
BIRC3,56.78670360110803
BIRC5,19.44994064107637
BIRC6,82.42975860704392
BIRC7,36.89157103284527
BLK,63.18757419865453
BLM,86.2781954887218
BLMH,39.849624060150376
BLNK,45.60743965176098
BLOC1S1,36.66402849228334
BLOC1S3,7.647407993668382
BLOC1S5,25.26711515631183
BLVRA,55.89631974673526
BLVRB,42.78789077958053
BLZF1,63.13810842896716
BMF,11.762960031658093
BMI1,77.77008310249307
BMP1,43.14404432132964
BMP15,0.7617728531855956
BMP2K,73.01147605856747
BMP4,28.897902651365253
BMPR1A,82.84527107241789
BMPR1B,51.79066086268303
BMPR2,66.21487930352197
BMS1,66.4424218440839
BMX,76.19707162643451
BNC1,5.490700435298773
BNC2,41.95686584883261
BNIP1,20.102888800949746
BNIP2,50.474871388998814
BNIP3,41.09616145627226
BNIP3L,77.07756232686981
BNIPL,26.21685793430946
BOC,80.00593589236249
BOD1,7.142857142857143
BOD1L1,75.14839730906213
BOK,24.7625643055006
BOLA1,5.035615354174911
BORA,21.349426197071622
BPGM,13.365650969529083
BPIFB2,15.275029679461811
BPIFB3,10.041551246537397
BPNT1,30.46102097348635
BPTF,89.15710328452711
BRAF,91.0368025326474
BRAP,49.26790660862683
BRAT1,44.92481203007519
BRCA1,99.91096161456272
BRCA2,91.6007123070835
BRCC3,54.14523149980214
BRD1,84.69529085872576
BRD2,60.338345864661655
BRD3,55.22358527898694
BRD4,79.65967550455085
BRD7,57.92441630391769
BRD8,28.126236644242184
BRD9,55.500593589236246
BRDT,29.54095765730115
BRF1,46.38899881282153
BRF2,36.47605856747131
BRI3BP,78.67036011080333
BRINP1,95.77562326869806
BRINP2,51.6818361693708
BRINP3,66.24455876533439
BRIP1,44.875346260387815
BRIX1,39.78037198258805
BRMS1,57.54847645429363
BRMS1L,79.77839335180056
BRPF1,72.2002374356945
BRPF3,76.82034032449545
BRSK1,80.10486743173723
BRSK2,64.51325682627622
BRWD1,69.72694895132568
BRWD3,58.69608231104076
BSCL2,86.37712702809655
BSG,93.94538979026514
BSN,45.81519588444796
BST2,59.94261970716264
BTAF1,81.64819944598338
BTBD1,83.19153146022953
BTBD10,63.800949742778
BTBD7,69.61812425801345
BTD,21.17134942619707
BTF3,88.7613771270281
BTG1,13.870201820340323
BTG3,18.678274633953304
BTK,96.3593193510091
BTN1A1,43.45073209339137
BTN2A1,41.59081915314602
BTN2A2,37.02018203403245
BTN3A2,9.131381084289671
BTNL8,28.462603878116344
BTNL9,9.339137316976652
BTRC,99.12940245350218
BUB1,70.66679857538583
BUB1B,45.18203403244954
BUB3,62.63355757815592
BUD13,25.83102493074792
BUD31,35.50652948159873
BVES,15.185991294024536
BYSL,78.7989711119905
BZW1,74.0403640680649
BZW2,69.5191927186387
C1GALT1,32.35061337554412
C1QB,44.00474871388999
C1QTNF1,28.09655718242976
C1QTNF3,14.473684210526317
C2CD2,40.84883260783538
C2CD2L,68.98496240601504
C2CD3,13.979026513652553
C2CD4C,77.27542540561932
C2CD5,60.99129402453502
C3,82.5583696082311
C3AR1,51.73130193905817
C4A,36.24851602690938
C4BPA,29.99604273842501
C5,22.62564305500593
C5AR1,22.981796596755046
C6,71.8440838939454
C7,54.2837356549268
C8A,9.210526315789474
C8B,3.037198258804907
C8G,32.4396517609814
C9,37.119113573407205
CA1,11.614562722595965
CA11,96.21092204194696
CA12,45.27107241788682
CA13,28.84843688167788
CA14,39.70122675108825
CA2,66.29402453502176
CA3,24.50534230312624
CA4,30.3620894341116
CA5A,10.130589631974674
CA5B,30.005935892362483
CA8,66.74910961614563
CA9,22.882865057380293
CAB39,69.7566284131381
CAB39L,36.9608231104076
CABIN1,42.125049465769685
CABP1,74.93074792243767
CACHD1,68.05500593589237
CACNA1C,98.01147605856748
