Gene,Synapse Status,Synapse Percentile,Cortex,Striatum,hiPSC,Fetal,SynGO,SynDB,SynSysNet
AP1B1,yes,91.20,1,1,1,1,0,1,1
AP1G1,Not a synapse gene,67.15,1,0,1,0,1,1,0
AP1G2,Not a synapse gene,59.35,0,0,0,0,0,0,0
AP1M1,yes,88.31,0,0,1,1,0,0,1
AP1M2,Not a synapse gene,58.77,1,0,0,0,0,0,1
AP1S1,yes,89.14,1,0,0,0,0,1,0
AP1S2,Not a synapse gene,23.03,0,0,0,0,0,0,0
AP1S3,Not a synapse gene,20.91,0,0,0,0,0,0,0
AP2A1,yes,89.96,1,1,1,1,0,1,1
AP2A2,yes,94.93,1,1,1,1,0,1,1
AP2B1,Not a synapse gene,13.94,1,1,1,1,0,1,1
AP2M1,yes,99.07,1,1,1,1,0,1,1
AP2S1,Not a synapse gene,86.68,1,1,0,0,0,0,1
AP3B2,yes,91.99,1,1,1,1,0,1,0
AP3M1,Not a synapse gene,55.80,1,0,1,1,0,0,0
AP3M2,Not a synapse gene,87.20,1,1,1,0,0,1,1
AP3S1,Not a synapse gene,73.57,1,1,1,0,0,1,0
AP4B1,Not a synapse gene,18.00,0,0,0,0,0,0,0
AP4E1,Not a synapse gene,64.41,0,0,0,0,0,0,0
AP4M1,Not a synapse gene,21.70,0,0,0,0,0,0,0
AP4S1,Not a synapse gene,66.16,0,0,0,0,0,0,0
AP5M1,Not a synapse gene,29.37,0,0,1,0,0,0,0
AP5Z1,Not a synapse gene,14.69,0,0,0,0,0,0,0
APAF1,Not a synapse gene,76.04,0,0,0,0,0,0,0
APBA2,yes,96.28,1,1,0,0,0,0,1
APBB1,yes,89.56,1,0,1,0,1,0,0
APBB1IP,Not a synapse gene,38.02,0,0,0,0,0,0,0
APBB2,Not a synapse gene,66.90,0,0,0,0,0,0,0
APC2,Not a synapse gene,84.04,0,0,1,1,1,0,0
APEH,Not a synapse gene,53.61,0,0,1,0,0,0,0
APEX1,yes,91.84,0,0,1,1,0,0,0
APEX2,Not a synapse gene,34.93,0,0,0,0,0,0,0
API5,Not a synapse gene,42.11,0,0,1,0,0,0,0
APIP,Not a synapse gene,22.78,0,0,0,0,0,0,0
APLF,Not a synapse gene,49.91,0,0,0,0,0,0,0
APLNR,Not a synapse gene,81.56,0,0,0,0,0,0,0
APLP1,Not a synapse gene,84.44,0,0,1,0,0,0,0
APLP2,yes,95.95,1,0,1,0,0,0,0
APMAP,Not a synapse gene,80.16,0,0,1,1,0,0,0
APOA1,Not a synapse gene,58.42,0,0,0,0,0,0,0
APOA2,Not a synapse gene,8.62,0,0,0,0,0,0,0
APOA5,Not a synapse gene,11.66,0,0,0,0,0,0,0
APOB,Not a synapse gene,83.43,0,0,0,0,0,0,0
APOBEC2,Not a synapse gene,0.79,0,0,0,0,0,0,0
APOBEC3B,Not a synapse gene,24.18,0,0,0,0,0,0,0
APOBEC3C,Not a synapse gene,36.88,0,0,0,0,0,0,0
APOBEC3F,Not a synapse gene,35.41,0,0,0,0,0,0,0
APOBEC3G,Not a synapse gene,34.16,0,0,0,0,0,0,0
APOC2,Not a synapse gene,2.39,0,0,0,0,0,0,0
APOH,Not a synapse gene,27.95,0,0,0,0,0,0,0
APOL1,Not a synapse gene,9.01,0,0,0,0,0,0,0
APOL2,Not a synapse gene,70.07,0,0,0,0,0,0,0
APOL3,Not a synapse gene,21.54,0,0,0,0,0,0,0
APOL5,Not a synapse gene,20.05,0,0,0,0,0,0,0
APOL6,Not a synapse gene,60.19,0,0,0,0,0,0,0
APOO,Not a synapse gene,59.89,0,0,0,0,0,0,0
APOOL,Not a synapse gene,47.94,0,0,0,0,0,0,0
APP,yes,100.00,1,1,1,1,1,0,1
APPBP2,yes,93.67,0,0,0,0,0,0,1
APPL1,yes,89.15,1,1,1,0,0,1,0
APPL2,Not a synapse gene,55.08,1,0,0,0,0,1,0
APRT,Not a synapse gene,50.73,0,0,1,0,0,0,0
APTX,Not a synapse gene,65.24,0,0,0,0,0,0,0
AQP1,Not a synapse gene,71.45,0,0,0,0,0,1,0
AQP2,Not a synapse gene,6.42,0,0,0,0,0,0,0
AQP4,Not a synapse gene,75.59,1,0,0,0,0,1,1
AQP5,Not a synapse gene,17.43,0,0,0,0,0,0,0
AQP7,Not a synapse gene,19.46,0,0,0,0,0,0,0
AQP8,Not a synapse gene,3.29,0,0,0,0,0,0,0
AQP9,Not a synapse gene,18.79,0,0,0,0,0,0,0
AQR,Not a synapse gene,70.37,0,0,0,0,0,0,0
AR,yes,96.74,0,0,0,0,0,0,0
ARAF,yes,89.33,1,0,0,0,0,0,0
ARAP1,yes,91.23,0,0,0,0,0,0,0
ARAP2,yes,92.82,1,0,0,0,0,0,0
ARAP3,Not a synapse gene,70.17,0,0,0,0,0,0,0
ARCN1,Not a synapse gene,72.91,0,1,1,1,0,1,0
AREL1,Not a synapse gene,36.45,0,0,0,0,0,0,0
ARF1,yes,92.67,0,0,0,0,1,1,0
ARF3,yes,95.61,1,0,1,0,0,1,0
ARF4,Not a synapse gene,72.56,0,0,1,0,0,0,1
ARF5,Not a synapse gene,11.98,0,1,1,0,0,1,0
ARF6,Not a synapse gene,85.18,1,0,0,0,0,0,0
ARFGAP2,Not a synapse gene,75.97,1,1,1,0,0,1,0
ARFGAP3,Not a synapse gene,48.54,0,0,0,0,1,0,0
ARFGEF1,yes,96.03,1,0,1,1,0,0,0
ARFGEF2,yes,94.10,1,0,1,0,1,0,0
ARFIP1,Not a synapse gene,76.77,0,0,0,0,0,0,0
ARFIP2,Not a synapse gene,72.90,1,0,0,0,0,0,1
ARFRP1,Not a synapse gene,20.90,0,0,0,0,0,0,0
ARG1,Not a synapse gene,26.21,0,0,0,0,0,0,0
ARG2,Not a synapse gene,3.48,0,0,1,0,0,0,0
ARGLU1,Not a synapse gene,53.41,0,0,0,0,0,0,0
ARHGAP1,Not a synapse gene,76.18,1,1,1,0,0,1,1
ARHGAP10,Not a synapse gene,70.13,0,0,0,0,0,0,0
ARHGAP11A,Not a synapse gene,35.25,0,0,0,0,0,0,0
ARHGAP15,Not a synapse gene,64.21,0,0,0,0,0,0,0
ARHGAP17,Not a synapse gene,81.23,0,0,1,0,0,0,0
ARHGAP18,Not a synapse gene,29.46,0,0,0,0,0,0,0
ARHGAP19,Not a synapse gene,44.12,0,0,0,0,0,0,0
ARHGAP20,Not a synapse gene,48.74,0,0,0,0,0,0,0
ARHGAP21,Not a synapse gene,81.49,1,0,1,1,0,1,0
ARHGAP22,Not a synapse gene,53.27,0,0,1,0,0,0,0
ARHGAP24,Not a synapse gene,67.79,0,0,0,0,0,0,0
ARHGAP25,Not a synapse gene,43.99,0,0,0,0,0,0,0
ARHGAP26,yes,91.73,1,0,0,0,0,1,0
ARHGAP27,Not a synapse gene,58.37,0,0,0,0,0,0,0
ARHGAP29,Not a synapse gene,58.19,0,0,1,0,0,0,0
ARHGAP31,Not a synapse gene,47.73,0,0,0,0,0,0,0
ARHGAP32,Not a synapse gene,85.27,1,1,1,0,0,0,0
ARHGAP33,yes,92.04,1,1,1,1,0,0,0
ARHGAP35,Not a synapse gene,81.11,1,0,1,1,0,0,0
ARHGAP36,Not a synapse gene,21.49,0,0,0,0,0,0,0
ARHGAP4,Not a synapse gene,34.57,0,0,0,0,0,0,0
ARHGAP5,Not a synapse gene,86.25,1,0,1,0,0,0,0
ARHGAP6,Not a synapse gene,42.47,0,0,0,0,0,0,0
ARHGAP8,Not a synapse gene,13.41,0,0,0,0,0,0,0
ARHGAP9,Not a synapse gene,54.89,0,0,0,0,0,0,0
ARHGDIB,Not a synapse gene,46.77,0,0,0,0,0,0,0
ARHGEF10,Not a synapse gene,26.18,1,0,0,0,0,0,0
ARHGEF10L,Not a synapse gene,46.22,0,0,0,0,0,0,0
ARHGEF11,yes,93.93,0,0,1,0,0,0,0
ARHGEF12,yes,88.89,1,0,1,0,0,0,0
ARHGEF15,Not a synapse gene,19.60,0,0,0,0,1,0,0
ARHGEF16,Not a synapse gene,54.20,0,0,0,0,0,0,0
ARHGEF17,Not a synapse gene,46.53,0,0,0,0,0,0,0
ARHGEF19,Not a synapse gene,23.21,0,0,0,0,0,0,0
ARHGEF25,Not a synapse gene,63.73,0,0,0,0,0,0,0
ARHGEF26,Not a synapse gene,19.01,0,0,0,0,0,0,0
ARHGEF3,Not a synapse gene,66.51,0,0,1,0,0,0,0
ARHGEF37,Not a synapse gene,25.09,0,0,0,0,0,0,0
ARHGEF38,Not a synapse gene,20.49,0,0,0,0,0,0,0
ARHGEF39,Not a synapse gene,5.38,0,0,0,0,0,0,0
ARHGEF4,Not a synapse gene,87.30,0,0,0,0,0,0,0
ARHGEF40,Not a synapse gene,34.22,0,0,1,0,0,0,0
ARHGEF5,Not a synapse gene,66.70,0,0,0,0,0,0,0
ARHGEF6,yes,92.95,0,0,0,0,0,0,0
ARHGEF7,yes,98.98,1,0,1,1,0,1,0
ARID1A,Not a synapse gene,48.52,0,0,1,0,0,0,0
ARID1B,yes,88.66,0,0,0,0,0,0,0
ARID2,Not a synapse gene,27.28,0,0,0,0,0,0,0
ARID3A,Not a synapse gene,41.32,0,0,0,0,0,0,0
ARID3B,Not a synapse gene,10.54,0,0,1,0,0,1,0
ARID4A,Not a synapse gene,72.00,0,0,0,0,0,0,0
ARID4B,Not a synapse gene,77.23,0,0,0,0,0,0,0
ARID5A,Not a synapse gene,57.30,0,0,0,0,0,0,0
ARID5B,Not a synapse gene,10.33,0,0,0,0,0,0,0
ARIH1,Not a synapse gene,63.16,0,0,1,0,0,0,0
ARIH2,Not a synapse gene,54.11,0,0,1,0,0,0,0
ARL13A,Not a synapse gene,1.50,0,0,0,0,0,0,0
ARL13B,Not a synapse gene,72.54,0,0,0,0,0,0,0
ARL14EP,Not a synapse gene,25.29,0,0,0,0,0,0,0
ARL2BP,Not a synapse gene,25.06,0,0,0,0,0,1,0
ARL5A,Not a synapse gene,18.52,0,0,0,0,0,0,0
ARL6IP4,Not a synapse gene,69.36,0,0,0,0,0,0,0
ARL6IP5,Not a synapse gene,75.07,1,0,1,0,0,0,1
ARL8B,yes,90.48,1,0,1,0,0,0,1
ARMC10,Not a synapse gene,15.02,1,0,1,0,0,1,0
ARMC4,Not a synapse gene,6.92,0,0,0,0,0,0,0
ARMC6,Not a synapse gene,42.75,1,1,1,0,0,0,0
ARMCX1,Not a synapse gene,18.02,0,0,1,0,0,0,0
ARMCX2,Not a synapse gene,29.29,1,0,1,0,0,0,0
ARNT,Not a synapse gene,56.51,0,0,0,0,0,1,0
ARNT2,yes,90.43,0,0,0,0,0,0,0
ARNTL,Not a synapse gene,61.17,0,0,0,0,0,0,0
ARNTL2,Not a synapse gene,71.21,0,0,0,0,0,0,0
ARPC1A,Not a synapse gene,54.87,1,1,1,1,0,1,1
ARPC1B,Not a synapse gene,74.01,0,0,1,0,0,0,0
ARPC3,Not a synapse gene,84.63,1,0,1,0,0,1,1
ARPC4,Not a synapse gene,59.24,1,1,1,1,0,1,1
ARPC5,Not a synapse gene,53.96,1,1,1,1,0,0,1
ARPIN,Not a synapse gene,15.09,0,0,0,0,0,0,0
ARPP19,Not a synapse gene,85.43,0,0,0,0,0,0,0
ARRB1,yes,97.18,1,0,1,0,0,1,0
ARRB2,yes,97.04,0,0,1,0,0,0,0
ARRDC1,Not a synapse gene,47.27,0,0,0,0,0,0,0
ARRDC3,Not a synapse gene,54.94,0,0,0,0,0,0,0
ARRDC4,Not a synapse gene,19.75,0,0,0,0,0,0,0
ARSB,Not a synapse gene,22.16,0,0,0,0,0,0,0
ARSG,Not a synapse gene,58.90,0,0,0,0,0,0,0
ARSI,Not a synapse gene,16.75,0,0,0,0,0,0,0
ARSJ,Not a synapse gene,36.92,0,0,0,0,0,0,0
ARSK,Not a synapse gene,6.37,0,0,0,0,0,0,0
ART4,Not a synapse gene,8.35,0,0,0,0,0,0,0
ARV1,Not a synapse gene,53.23,0,0,0,0,0,0,0
ARVCF,Not a synapse gene,57.51,1,1,1,1,0,0,0
ARX,Not a synapse gene,66.19,0,0,0,0,0,0,0
AS3MT,Not a synapse gene,2.38,0,0,0,0,0,0,0
ASAH1,Not a synapse gene,85.36,0,0,1,0,0,0,0
ASAP1,yes,97.96,1,1,1,1,0,0,0
ASAP2,Not a synapse gene,87.22,1,0,0,0,0,0,0
ASAP3,Not a synapse gene,57.03,0,0,0,0,0,0,0
ASB1,Not a synapse gene,60.81,0,0,0,0,0,0,0
ASB10,Not a synapse gene,24.95,0,0,0,0,0,0,0
ASB14,Not a synapse gene,18.04,0,0,0,0,0,0,0
ASB2,Not a synapse gene,62.30,0,0,0,0,0,0,0
ASB7,Not a synapse gene,24.59,0,0,0,0,0,1,0
ASB8,Not a synapse gene,25.24,0,0,0,0,0,0,0
ASB9,Not a synapse gene,16.37,0,0,0,0,0,0,0
ASCC2,Not a synapse gene,61.09,0,0,1,0,0,0,0
ASCC3,Not a synapse gene,80.76,0,0,1,0,0,0,0
ASCL2,Not a synapse gene,44.22,0,0,0,0,0,0,0
ASCL3,Not a synapse gene,1.11,0,0,0,0,0,0,0
ASF1A,Not a synapse gene,55.15,0,0,0,0,0,0,0
ASF1B,Not a synapse gene,11.79,0,0,0,0,0,0,0
ASGR1,Not a synapse gene,22.83,0,0,0,0,0,0,0
ASGR2,Not a synapse gene,55.51,0,0,0,0,0,0,0
ASH1L,Not a synapse gene,28.63,0,0,0,0,0,0,0
ASIC1,Not a synapse gene,66.93,1,0,1,0,0,0,0
ASIC2,yes,93.33,1,0,0,0,0,0,0
ASIC3,Not a synapse gene,59.72,0,0,0,0,0,0,0
ASL,Not a synapse gene,47.42,0,0,1,0,0,0,0
ASMTL,Not a synapse gene,7.27,0,0,1,0,0,0,0
ASNS,yes,92.77,0,0,1,0,0,0,0
ASPH,Not a synapse gene,86.84,0,0,0,0,0,0,0
ASPM,yes,92.16,0,0,0,0,0,1,0
ASPSCR1,Not a synapse gene,45.78,0,0,1,0,0,0,0
ASRGL1,Not a synapse gene,21.23,1,1,0,0,0,0,0
ASTN1,Not a synapse gene,80.21,1,1,0,0,0,1,1
ASTN2,Not a synapse gene,86.73,1,0,0,0,0,1,0
ASXL1,Not a synapse gene,61.64,0,0,1,0,0,0,0
ASXL2,Not a synapse gene,68.62,0,0,0,0,0,0,0
ASXL3,Not a synapse gene,50.21,0,0,0,0,0,0,0
ATAD2,Not a synapse gene,67.44,0,0,0,0,0,0,0
ATAD2B,Not a synapse gene,57.43,0,0,0,0,0,0,0
ATAD3A,Not a synapse gene,57.40,0,0,1,1,0,1,0
ATAD3B,Not a synapse gene,57.94,0,0,0,1,0,0,0
ATAD3C,Not a synapse gene,42.92,0,0,0,0,0,0,0
ATAD5,Not a synapse gene,36.31,0,0,0,0,0,0,0
ATAT1,Not a synapse gene,72.85,1,1,1,1,0,0,0
ATCAY,Not a synapse gene,75.79,1,1,1,0,0,0,1
ATE1,Not a synapse gene,57.19,0,0,0,0,0,0,0
ATF1,Not a synapse gene,27.15,0,0,0,0,0,0,0
ATF2,yes,97.23,0,0,0,0,0,0,0
ATF3,Not a synapse gene,46.80,0,0,0,0,0,0,0
ATF6,Not a synapse gene,63.49,0,0,0,0,0,0,0
ATF7IP,Not a synapse gene,84.92,0,0,0,0,0,1,0
ATF7IP2,Not a synapse gene,23.54,0,0,0,0,0,0,0
ATG101,Not a synapse gene,44.74,1,0,0,0,0,0,0
ATG13,Not a synapse gene,51.98,0,0,0,0,0,0,0
ATG14,Not a synapse gene,24.73,0,0,1,0,0,0,0
ATG16L1,Not a synapse gene,76.95,1,0,0,0,0,1,0
ATG16L2,Not a synapse gene,35.61,0,0,0,0,0,0,0
ATG2A,Not a synapse gene,76.39,0,0,0,0,0,0,0
ATG3,Not a synapse gene,42.85,1,0,1,0,0,0,0
ATG4A,Not a synapse gene,24.64,0,0,0,0,0,0,0
ATG4B,Not a synapse gene,51.31,0,0,1,0,0,0,0
ATG4C,Not a synapse gene,41.38,0,0,0,0,0,0,0
ATG4D,Not a synapse gene,42.62,0,0,0,0,0,0,0
ATG5,yes,90.72,0,0,1,0,0,0,0
ATG7,Not a synapse gene,72.31,0,0,1,0,0,0,0
ATG9A,Not a synapse gene,84.47,0,0,1,1,1,0,0
ATIC,Not a synapse gene,73.82,0,0,1,0,0,1,0
ATL1,Not a synapse gene,80.08,1,0,1,0,0,1,0
ATL2,Not a synapse gene,51.54,1,0,1,0,0,1,0
ATL3,Not a synapse gene,58.79,0,0,0,0,0,0,0
ATM,yes,98.12,0,0,1,0,0,0,1
ATOX1,Not a synapse gene,9.67,0,0,0,0,0,0,0
ATP10A,Not a synapse gene,17.04,0,0,0,0,0,0,0
ATP10B,Not a synapse gene,20.45,0,0,0,0,0,0,0
ATP11A,Not a synapse gene,65.46,0,0,1,0,0,0,0
ATP11B,Not a synapse gene,69.19,0,0,0,0,0,0,0
ATP11C,Not a synapse gene,82.68,0,0,1,0,0,0,0
ATP12A,Not a synapse gene,74.79,1,1,0,0,0,1,0
ATP13A1,Not a synapse gene,47.33,1,1,1,0,0,0,0
ATP13A2,yes,91.42,0,0,1,0,0,0,0
ATP13A3,Not a synapse gene,64.57,0,0,0,0,0,0,0
ATP13A4,Not a synapse gene,38.99,0,0,0,0,0,0,0
ATP1A1,yes,98.87,1,1,1,1,0,1,1
ATP1A2,Not a synapse gene,34.00,1,1,0,0,0,1,1
ATP1A3,yes,96.86,1,1,1,1,1,1,1
ATP1A4,Not a synapse gene,36.83,0,0,0,0,0,1,0
ATP1B2,yes,88.79,1,0,1,1,0,1,1
ATP1B3,yes,89.24,0,0,1,1,0,0,0
ATP2A1,Not a synapse gene,75.42,0,0,0,0,0,1,0
ATP2A2,yes,97.44,1,1,1,1,0,1,1
ATP2A3,Not a synapse gene,77.89,1,1,0,0,0,0,0
ATP2B1,yes,99.56,0,0,1,1,1,1,1
ATP2B4,yes,98.27,0,0,1,0,1,1,1
ATP2C1,yes,97.55,1,0,1,0,0,0,0
ATP2C2,Not a synapse gene,35.27,0,0,0,0,0,0,0
ATP4A,yes,93.06,1,1,0,0,0,0,0
ATP6AP2,yes,94.14,1,0,1,0,0,0,0
ATP6V0A2,Not a synapse gene,50.83,0,0,0,0,0,0,0
ATP6V0D2,Not a synapse gene,32.27,0,0,0,0,0,1,0
ATP6V1A,yes,98.77,1,1,1,1,0,1,1
ATP6V1B1,Not a synapse gene,66.06,0,0,0,0,1,1,1
ATP6V1C2,Not a synapse gene,35.58,0,0,0,0,0,1,0
ATP6V1E1,yes,96.54,1,1,1,1,1,1,1
ATP6V1E2,Not a synapse gene,14.92,1,1,0,0,0,1,0
ATP7A,Not a synapse gene,72.46,0,0,0,0,0,0,0
ATP7B,Not a synapse gene,34.80,0,0,0,0,0,0,0
ATP8A2,yes,93.48,1,1,1,0,0,1,0
ATP8B1,Not a synapse gene,46.82,0,0,0,0,0,0,0
ATP8B2,Not a synapse gene,52.65,0,0,0,0,0,0,0
ATP9A,yes,97.52,1,1,1,1,0,0,0
ATPAF1,Not a synapse gene,62.29,1,0,0,0,0,0,0
ATR,yes,96.35,0,0,0,0,0,0,0
ATRN,yes,92.32,1,0,1,0,0,0,0
ATRX,yes,89.95,0,0,0,0,0,0,0
ATXN1,yes,96.79,0,0,0,0,0,0,0
ATXN10,Not a synapse gene,81.73,1,0,1,1,0,0,0
ATXN1L,Not a synapse gene,67.29,0,0,0,0,0,0,0
ATXN2,yes,92.07,1,1,1,0,0,0,0
ATXN2L,Not a synapse gene,82.67,1,1,1,1,0,0,0
ATXN3,yes,91.31,1,0,1,0,0,0,0
ATXN7,Not a synapse gene,54.36,0,0,0,0,0,0,0
ATXN7L3,Not a synapse gene,78.40,0,0,0,0,0,0,0
AUH,Not a synapse gene,48.32,1,1,0,0,0,1,0
AUNIP,Not a synapse gene,26.74,0,0,0,0,0,0,0
AUP1,Not a synapse gene,73.68,1,0,1,0,0,0,0
AURKA,yes,94.65,0,0,0,0,1,0,0
AURKB,yes,93.39,0,0,0,0,0,0,0
AURKC,Not a synapse gene,8.98,0,0,0,0,0,0,0
AVIL,Not a synapse gene,38.54,0,0,0,1,0,0,0
AVL9,Not a synapse gene,52.77,1,1,1,0,0,0,0
AVPR1A,Not a synapse gene,11.45,0,0,0,0,0,0,0
AVPR1B,Not a synapse gene,24.78,0,0,0,0,0,0,0
AVPR2,Not a synapse gene,66.80,0,0,0,0,0,0,0
AXIN1,yes,92.23,0,0,0,0,1,0,0
AXIN2,Not a synapse gene,57.33,0,0,0,0,0,0,0
AZGP1,Not a synapse gene,34.90,0,0,0,0,0,0,0
AZI2,Not a synapse gene,17.33,1,0,0,0,0,1,0
AZIN2,Not a synapse gene,34.42,0,0,0,0,0,0,0
B3GALNT1,Not a synapse gene,60.66,0,0,0,0,0,0,0
B3GALT1,Not a synapse gene,29.65,0,0,0,0,0,0,0
B3GALT2,Not a synapse gene,51.94,0,0,0,0,0,0,0
B3GALT4,Not a synapse gene,21.43,0,0,0,0,0,0,0
B3GALT6,Not a synapse gene,38.11,0,0,0,0,0,0,0
B3GNT2,Not a synapse gene,34.79,0,0,0,0,0,0,0
B3GNT4,Not a synapse gene,79.40,0,0,0,0,0,0,0
B4GALNT1,Not a synapse gene,72.40,0,0,0,0,0,0,0
B4GALNT2,Not a synapse gene,4.17,0,0,0,0,0,0,0
B4GALNT3,Not a synapse gene,16.59,0,0,0,0,0,0,0
B4GALNT4,Not a synapse gene,47.25,0,0,0,0,0,0,0
B4GALT1,Not a synapse gene,39.88,0,0,0,0,0,0,0
B4GALT2,Not a synapse gene,51.93,0,0,0,0,0,0,0
B4GALT3,Not a synapse gene,23.95,0,0,0,0,0,0,0
B4GALT5,Not a synapse gene,34.55,0,0,0,0,0,0,0
B9D1,Not a synapse gene,28.65,0,0,0,0,0,0,0
BAALC,Not a synapse gene,62.78,1,0,0,0,0,0,0
BACE1,Not a synapse gene,45.80,0,0,0,0,1,0,0
BACE2,Not a synapse gene,33.76,0,0,0,0,0,0,0
BACH1,Not a synapse gene,55.49,0,0,0,0,0,0,0
BACH2,Not a synapse gene,35.08,0,0,0,0,0,0,0
BAD,Not a synapse gene,11.01,0,0,0,0,0,1,0
BAG1,Not a synapse gene,71.59,0,0,0,0,0,0,0
BAG3,yes,97.68,0,0,0,0,0,1,0
BAG4,yes,90.40,1,0,0,0,0,0,0
BAG5,Not a synapse gene,48.56,1,1,1,0,0,1,0
BAG6,yes,96.34,1,0,1,1,0,0,0
BAHD1,Not a synapse gene,15.45,0,0,0,0,0,0,0
BAIAP2,yes,96.08,1,1,1,1,1,1,1
BAIAP2L1,Not a synapse gene,78.57,0,0,0,0,0,0,0
BAIAP3,Not a synapse gene,77.98,0,0,0,0,0,0,0
BAK1,Not a synapse gene,61.94,0,0,0,0,0,0,0
BAMBI,Not a synapse gene,14.72,0,0,0,0,0,0,0
BANF1,Not a synapse gene,71.56,1,0,0,0,0,1,0
BANP,Not a synapse gene,77.15,0,0,0,0,0,0,0
BAP1,Not a synapse gene,71.26,0,0,0,0,0,0,0
BARD1,yes,97.69,0,0,0,0,0,0,0
BARX2,Not a synapse gene,15.54,0,0,0,0,0,0,0
BASP1,yes,92.12,1,1,1,1,0,1,1
BAX,Not a synapse gene,80.44,1,0,1,0,0,0,0
BAZ1A,yes,94.12,0,0,0,0,0,0,0
BAZ1B,yes,88.20,0,0,0,1,0,1,0
BAZ2A,Not a synapse gene,85.42,0,0,0,0,0,0,0
BAZ2B,yes,94.61,0,0,0,0,0,0,0
BBC3,Not a synapse gene,26.86,0,0,0,0,0,0,0
BBOX1,Not a synapse gene,41.67,0,0,0,0,0,0,0
BBS10,Not a synapse gene,18.16,0,0,0,0,0,0,0
BBS12,Not a synapse gene,17.61,0,0,0,0,0,0,0
BBS2,Not a synapse gene,42.30,0,1,0,0,0,0,0
BBS4,Not a synapse gene,28.58,0,0,0,0,0,0,0
BBS5,Not a synapse gene,6.12,0,0,0,0,0,0,0
BBS9,Not a synapse gene,40.37,0,0,0,0,0,0,0
BBX,Not a synapse gene,66.91,0,0,0,0,0,0,0
BCAM,Not a synapse gene,80.67,1,0,0,0,0,0,0
BCAN,Not a synapse gene,87.74,1,1,0,0,1,1,1
BCAP29,Not a synapse gene,76.34,1,0,0,0,0,0,0
BCAP31,Not a synapse gene,84.15,1,0,1,0,0,0,1
BCAR1,yes,97.28,1,0,1,0,0,0,0
BCAS2,Not a synapse gene,87.50,0,0,0,0,0,0,0
BCAS3,Not a synapse gene,76.31,0,1,0,0,0,0,0
BCAT2,Not a synapse gene,22.40,0,0,0,0,0,0,0
BCCIP,Not a synapse gene,54.65,0,0,1,0,0,0,0
BCDIN3D,Not a synapse gene,9.08,0,0,0,0,0,0,0
BCHE,Not a synapse gene,47.09,0,0,0,0,0,0,0
BCKDHA,Not a synapse gene,20.29,0,0,1,0,0,0,0
BCKDK,Not a synapse gene,56.54,1,0,0,0,0,1,0
BCL10,Not a synapse gene,68.02,0,0,0,0,0,0,0
BCL11B,Not a synapse gene,25.30,0,0,0,1,0,0,0
BCL2,yes,89.01,0,0,0,0,0,0,0
BCL2L1,Not a synapse gene,70.35,0,0,0,0,0,0,0
BCL2L11,Not a synapse gene,81.13,0,0,0,0,0,0,0
BCL2L13,Not a synapse gene,62.81,1,1,1,0,0,0,0
BCL3,Not a synapse gene,63.74,0,0,0,0,0,0,0
BCL6,Not a synapse gene,78.07,0,0,0,0,0,0,0
BCL6B,Not a synapse gene,17.91,0,0,0,0,0,0,0
BCL9,Not a synapse gene,25.50,0,0,0,0,0,0,0
BCL9L,Not a synapse gene,31.80,0,0,0,0,0,0,0
BCLAF1,yes,98.04,0,0,1,0,0,0,0
BCOR,Not a synapse gene,77.55,0,0,0,0,0,0,0
BCORL1,Not a synapse gene,35.66,1,0,0,0,0,0,0
BCR,yes,92.02,1,1,1,1,1,0,0
BCS1L,Not a synapse gene,55.42,0,0,1,0,0,0,0
BDH1,Not a synapse gene,61.99,1,1,0,0,0,1,0
BDKRB1,Not a synapse gene,17.84,0,0,0,0,0,0,0
BDKRB2,Not a synapse gene,52.34,0,0,0,0,0,0,0
BDNF,Not a synapse gene,77.07,0,0,0,0,0,0,1
BDP1,Not a synapse gene,33.75,0,0,0,0,0,0,0
BECN1,yes,88.70,0,0,0,0,0,0,0
BEND3,Not a synapse gene,13.82,0,0,0,0,0,0,0
BEND5,Not a synapse gene,17.39,0,0,0,0,0,0,0
BEST1,Not a synapse gene,10.18,0,0,0,0,0,0,0
BEST2,Not a synapse gene,18.08,0,0,0,0,0,0,0
BEST3,Not a synapse gene,10.24,0,0,0,0,0,0,0
BEX1,yes,97.51,0,0,0,0,0,0,0
BEX2,yes,93.92,0,0,0,0,0,0,0
BFAR,Not a synapse gene,28.59,0,0,0,0,0,0,0
BFSP1,Not a synapse gene,42.88,0,0,0,0,0,0,0
BFSP2,Not a synapse gene,16.72,0,0,0,0,0,0,0
BHLHB9,Not a synapse gene,52.16,0,0,0,0,0,0,0
BHLHE23,Not a synapse gene,8.83,0,0,0,0,0,0,0
BHLHE40,Not a synapse gene,73.56,0,0,0,0,0,0,0
BHLHE41,Not a synapse gene,69.91,0,0,0,0,0,0,0
BHMT,Not a synapse gene,8.53,0,0,1,0,0,0,0
BHMT2,Not a synapse gene,14.53,0,0,0,0,0,0,0
BICC1,Not a synapse gene,37.82,0,0,0,0,0,0,0
BICD1,Not a synapse gene,31.49,1,0,1,0,0,0,0
BICD2,Not a synapse gene,29.11,0,0,0,1,0,0,0
BID,Not a synapse gene,82.65,0,0,0,0,0,0,0
BIN2,Not a synapse gene,23.42,1,1,0,0,0,0,0
BIN3,Not a synapse gene,18.60,0,0,0,0,0,0,0
BIRC2,Not a synapse gene,77.36,0,0,1,0,0,0,0
